Brnd_Name,Gnrc_Name
Estrogen-Methyltestosterone,"Estrogen,Ester/Me-Testosterone"
Eszopiclone,Eszopiclone
Etesevimab (Eua),Etesevimab
Ethacrynic Acid,Ethacrynic Acid
Ethambutol HCl,Ethambutol HCl
Ethosuximide,Ethosuximide
Ethynodiol-Ethinyl Estradiol,Ethynodiol D-Ethinyl Estradiol
Etodolac,Etodolac
Etodolac ER,Etodolac
Etomidate,Etomidate
Etonogestrel-Ethinyl Estradiol,Etonogestrel/Ethinyl Estradiol
Etopophos,Etoposide Phosphate
Etoposide*,Etoposide
Etravirine,Etravirine
Eucrisa,Crisaborole
Euflexxa,Hyaluronate Sodium
Euthyrox,Levothyroxine Sodium
Evamist,Estradiol
Evekeo,Amphetamine Sulfate
Evekeo ODT,Amphetamine Sulfate
Evenity,Romosozumab-Aqqg
Evenity (2 Syringes),Romosozumab-Aqqg
Everolimus,Everolimus
Evista,Raloxifene HCl
Evkeeza,Evinacumab-Dgnb
Evotaz,Atazanavir Sulfate/Cobicistat
Evoxac,Cevimeline HCl
Evrysdi,Risdiplam
Evusheld (Eua),Tixagevimab/Cilgavimab
Exelderm,Sulconazole Nitrate
Exelon,Rivastigmine
Exemestane,Exemestane
Exforge,Amlodipine Besylate/Valsartan
Exforge HCT,Amlodipine/Valsartan/HCThiazid
Exjade,Deferasirox
Exkivity,Mobocertinib Succinate
Exondys-51,Eteplirsen
Exparel,Bupivacaine Liposome/PF
Exservan,Riluzole
Extavia,Interferon Beta-1b
Eylea,Aflibercept
Eysuvis,Loteprednol Etabonate
Ezallor Sprinkle,Rosuvastatin Calcium
Ezetimibe,Ezetimibe
Ezetimibe-Simvastatin,Ezetimibe/Simvastatin
Fabb,Cyanocobalamin/Folic Ac/Vit B6
Fabior,Tazarotene
Fabrazyme,Agalsidase Beta
Falmina,Levonorgestrel/Ethin.Estradiol
Famciclovir,Famciclovir
Famotidine,"Famotidine In NaCl,Iso-Osm/PF"
Famotidine*,Famotidine
Fanapt,Iloperidone
Fareston,Toremifene Citrate
Farxiga,Dapagliflozin Propanediol
Fasenra,Benralizumab
Fasenra Pen,Benralizumab
Faslodex,Fulvestrant
Febuxostat,Febuxostat
Feiba NF,Anti-Inhibitor Coagulant Comp.
Felbamate,Felbamate
Felbatol,Felbamate
Felodipine ER,Felodipine
Femara,Letrozole
Femring,Estradiol Acetate
Femynor,Norgestimate-Ethinyl Estradiol
Fenofibrate,Fenofibrate
Fenofibric Acid,Fenofibric Acid (Choline)
Fenoglide,Fenofibrate
Fenoprofen Calcium,Fenoprofen Calcium
Fensolvi,Leuprolide Acetate
Fentanyl,Fentanyl
Fentanyl Citrate,Fentanyl Citrate
Fentanyl Citrate*,Fentanyl Citrate/PF
Fentora,Fentanyl Citrate
Feosol,Ferrous Sulfate
Fer-In-Sol,Ferrous Sulfate
Feraheme,Ferumoxytol
Ferate,Ferrous Gluconate
Feriva 21-7,Iron/C/Folate/B12/Zinc/Succin
Ferocon,Ferrous Fum/Vit C/B12-If/Folic
Ferosul,Ferrous Sulfate
Ferrex 150,Iron Polysaccharide Complex
Ferrex 150 Forte,Iron Ps Complex/B12/Folic Acid
Ferrex 150 Forte Plus,"Iron Aspgly,Ps/C/B12/FA/Ca/Suc"
Ferrex 150 Plus,"Iron Aspgly,Ps/C/Succinic Acid"
Ferrex 28,Iron/C/Folic Acd/Mv Cmb11/Calc
Ferriprox,Deferiprone
Ferriprox (2 Times A Day),Deferiprone
Ferriprox (3 Times A Day),Deferiprone
Ferrlecit,Sodium Ferric Gluconat/Sucrose
Ferro-Time,Ferrous Sulfate
Ferrocite,Ferrous Fumarate
Ferrocite Plus,"Iron/Folic Ac/Vit Bcomp,C/Min"
Ferrous Fumarate,Ferrous Fumarate
Ferrous Gluconate,Ferrous Gluconate
Ferrous Sulfate,Ferrous Sulfate
Ferumoxytol,Ferumoxytol
Fesoterodine Fumarate ER,Fesoterodine Fumarate
Fetroja,Cefiderocol Sulfate Tosylate
Fetzima,Levomilnacipran HCl
Feverall,Acetaminophen
Fexofenadine HCl,Fexofenadine HCl
Fexofenadine-Pse ER,Fexofenadine/Pseudoephedrine
Fiasp,Insulin Aspart (Niacinamide)
Fiasp Flextouch,Insulin Aspart (Niacinamide)
Fiasp Penfill,Insulin Aspart (Niacinamide)
Fibryga,Fibrinogen
Finacea,Azelaic Acid
Finasteride,Finasteride
Fingolimod,Fingolimod HCl
Fintepla,Fenfluramine HCl
Finzala,Norethindrone-E.Estradiol-Iron
Fioricet,Butalb/Acetaminophen/Caffeine
Firazyr,Icatibant Acetate
Firdapse,Amifampridine Phosphate
Firmagon,Degarelix Acetate
Firvanq,Vancomycin HCl
Fish Oil,Omega-3 Fatty Acids/Fish Oil
Fish Oil Concentrate,Omega-3 Fatty Acids
Fish Oil Omega-3,Omega-3 Fatty Acids/Fish Oil
Flarex,Fluorometholone Acetate
Flavoxate HCl,Flavoxate HCl
Flebogamma Dif,Imm Glob G (IgG)/Sorb/IgA 0-50
Flecainide Acetate,Flecainide Acetate
Flector,Diclofenac Epolamine
Fleqsuvy,Baclofen
Flexbumin,Albumin Human
Flexible Bandages,Adhesive Bandage
Flexichamber,"Inhaler, Assist Devices"
Flexichamber Mask,"Inhaler,Assist Device,Accesory"
Flolan,Epoprostenol Sodium (Glycine)
Flomax,Tamsulosin HCl
Floranex,L. Acidophilus/L.Bulgaricus
Florastor,Saccharomyces Boulardii
Floriva,Pedi Multivit No.85/Fluoride
Floriva Plus,Pedi Multivit No.161/Fluoride
Flovent Diskus,Fluticasone Propionate
Flovent HFA,Fluticasone Propionate
Floxuridine,Floxuridine
Flublok Quad 2021-2022,Flu Vac Qv 2021(18yr Up)rcm/PF
Fluconazole,Fluconazole
Fluconazole-NaCl,"Fluconazole In NaCl,Iso-Osm"
Flucytosine,Flucytosine
Fludarabine Phosphate,Fludarabine Phosphate
Fludrocortisone Acetate,Fludrocortisone Acetate
Flumazenil,Flumazenil
Flunisolide,Flunisolide
Fluocinolone Acetonide,Fluocinolone Acetonide
Fluocinolone Acetonide Oil,Fluocinolone Acetonide Oil
Fluocinonide,Fluocinonide
Fluocinonide-E,Fluocinonide/Emollient Base
Fluorescite,Fluorescein Sodium
Fluoride,Fluoride (Sodium)
Fluorometholone,Fluorometholone
Fluorouracil*,Fluorouracil
Fluoxetine Dr,Fluoxetine HCl
Fluoxetine HCl,Fluoxetine HCl
Fluphenazine Decanoate,Fluphenazine Decanoate
Fluphenazine HCl*,Fluphenazine HCl
Flurandrenolide,Flurandrenolide
Flurazepam HCl,Flurazepam HCl
Flurbiprofen,Flurbiprofen
Flurbiprofen Sodium,Flurbiprofen Sodium
Flutamide,Flutamide
Fluticasone Propionate HFA,Fluticasone Propionate
Fluticasone Propionate*,Fluticasone Propionate
Fluticasone-Salmeterol,Fluticasone Propion/Salmeterol
Fluticasone-Vilanterol,Fluticasone/Vilanterol
Fluvastatin ER,Fluvastatin Sodium
Fluvastatin Sodium,Fluvastatin Sodium
Fluvoxamine Maleate,Fluvoxamine Maleate
Fluvoxamine Maleate ER,Fluvoxamine Maleate
Fluzone Quad 2021-2022,Flu Vacc Qs2021-22(6mos Up)/PF
Fml,Fluorometholone
Fml Forte,Fluorometholone
Focalin,Dexmethylphenidate HCl
Focalin XR,Dexmethylphenidate HCl
Folbee,Cyanocobalamin/Folic Ac/Vit B6
Folbee Plus,Folic Acid/Vit B Complex And C
Folbic,Cyanocobalamin/Folic Ac/Vit B6
Folbic Rf,B12/Levomefolate Calcium/B-6
Folic Acid*,Folic Acid
Folic Acid-Vit B6-Vit B12,Cyanocobalamin/Folic Ac/Vit B6
Folitab 500,Ferrous Sulfate/Vit C/Folic Ac
Folite,Folic/Calcium/D3/Mg Cit/A-Cyst
Folivane-F,"Iron Fum,Ps/Folic Acid/Vitc/B3"
Folivane-Ob,Mvn-Min 74/Iron Fum/Iron/FA
Folivane-Plus,"Iron Fum,Ps/Folic/Bcomp,C No.9"
Folotyn,Pralatrexate
Folplex 2.2,Cyanocobalamin/Folic Ac/Vit B6
Foltabs 800,Cyanocobalamin/Folic Ac/Vit B6
Foltanx,Mecobal/Levomefolat Ca/B6 Phos
Foltanx Rf,Levomefolate/B6/B12/Algal Oil
Foltrate,Cyanocobalamin/Folic Acid
Fomepizole,Fomepizole
Fondaparinux Sodium,Fondaparinux Sodium
Forfivo XL,Bupropion HCl
Formoterol Fumarate,Formoterol Fumarate
Fortaz,Ceftazidime
Forteo,Teriparatide
Fortesta,Testosterone
Fosamax,Alendronate Sodium
Fosamax Plus D,Alendronate Sodium/Vitamin D3
Fosamprenavir Calcium,Fosamprenavir Calcium
Fosaprepitant Dimeglumine,Fosaprepitant Dimeglumine
Foscarnet Sodium,Foscarnet Sodium
Fosfomycin Tromethamine,Fosfomycin Tromethamine
Fosinopril Sodium,Fosinopril Sodium
Fosinopril-Hydrochlorothiazide,Fosinopril/Hydrochlorothiazide
Fosphenytoin Sodium,Fosphenytoin Sodium
Fosrenol,Lanthanum Carbonate
Fotivda,Tivozanib HCl
Fragmin,"Dalteparin Sodium,Porcine"
Frova,Frovatriptan Succinate
Frovatriptan Succinate,Frovatriptan Succinate
Ful-Glo,Fluorescein Sodium
Fulphila,PEGfilgrastim-Jmdb
Fulvestrant,Fulvestrant
Furadantin,Nitrofurantoin
Furosemide*,Furosemide
Fuzeon,Enfuvirtide
Fyarro,Sirolimus Protein-Bound
Fyavolv,Norethindrone Ac-Eth Estradiol
Fycompa,Perampanel
Fyremadel,Ganirelix Acetate
Gabapentin,Gabapentin
Gabitril,Tiagabine HCl
Gablofen,Baclofen
Gadavist,Gadobutrol
Galafold,Migalastat HCl
Galantamine ER,Galantamine HBr
Galantamine HBr,Galantamine HBr
Galantamine Hydrobromide,Galantamine HBr
Galzin,Zinc Acetate
Gamastan,Immune Globul G (IgG)/Glycine
Gamifant,Emapalumab-Lzsg
Gammagard Liquid,Immun Glob G(IgG)/Gly/IgA Ov50
Gammagard S-D,Immun Glob G/Gly/Gluc/IgA 0-50
Gammaked,Immune Globul G/Gly/IgA Avg 46
Gammaplex,Immun Glob G(IgG)/Gly/IgA 0-50
Gamunex-C,Immune Globul G/Gly/IgA Avg 46
Ganciclovir Sodium,Ganciclovir Sodium
Gardasil 9,HPv Vaccine 9-Valent/PF
Gas Relief,Simethicone
Gastrocrom,Cromolyn Sodium
Gatifloxacin,Gatifloxacin
Gattex,Teduglutide
Gavilyte-C,"PEG3350/Sod Sulf,Bicarb,Cl/KCl"
Gavilyte-G,"PEG3350/Sod Sulf,Bicarb,Cl/KCl"
Gavilyte-N,Sodium Chloride/NaHCO3/KCl/PEG
Gavreto,Pralsetinib
Gazyva,Obinutuzumab
Gel-Flow,"Thrombin,Bovine/Gelatin Sponge"
Gelfoam*,"Gelatin Sponge,Absorb/Porcine"
Gelnique,Oxybutynin Chloride
Gemcitabine HCl,Gemcitabine HCl
Gemfibrozil,Gemfibrozil
Gemmily,Norethindrone-E.Estradiol-Iron
Gemtesa,Vibegron
Gemzar,Gemcitabine HCl
Generess Fe,Noreth-Ethinyl Estradiol/Iron
Generlac,Lactulose
Gengraf,"Cyclosporine, Modified"
Genotropin,Somatropin
Gentak,Gentamicin Sulfate
Gentamicin Sulfate,Gentamicin Sulfate/PF
Gentamicin Sulfate In Ns,"Gentamicin In NaCl, Iso-Osm"
Gentamicin Sulfate*,Gentamicin Sulfate
Genvoya,Elviteg/Cob/Emtri/Tenof Alafen
Geodon,Ziprasidone HCl
Geri-Kot,Sennosides
Geritol Complete,Multivit-Min36/Iron/Folic Acid
Geritol Tonic,B1/B2/B3/B5/B6/Iron/Meth/Choln
Gianvi,Ethinyl Estradiol/Drospirenone
Gilenya,Fingolimod HCl
Gilotrif,Afatinib Dimaleate
Gimoti,Metoclopramide HCl
Givlaari,Givosiran Sodium
Glassia,Alpha-1-Proteinase Inhibitor
Glatiramer Acetate,Glatiramer Acetate
Glatopa,Glatiramer Acetate
Gleevec,Imatinib Mesylate
Gleostine,Lomustine
Glimepiride,Glimepiride
Glipizide,Glipizide
Glipizide ER,Glipizide
Glipizide XL,Glipizide
Glipizide-Metformin,Glipizide/Metformin HCl
Gloperba,Colchicine
Glucagen,Glucagon
Glucagon Emergency Kit,Glucagon
Glucagon HCl,Glucagon HCl
Glucosamine-Chondroitin,Glucosamine HCl/Chondroitin Su
Glucosamine-Chondroitin-Msm,Glucosam/Msm/Chond/Hrb149/Hyal
Glucose,Dextrose
Glucotrol XL,Glipizide
Glumetza,Metformin HCl
Glutose-5,Dextrose
Glyburide,Glyburide
Glyburide Micronized,"Glyburide,Micronized"
Glyburide-Metformin HCl,Glyburide/Metformin HCl
Glycate,Glycopyrrolate
Glycerin*,Glycerin
Glycine,Glycine Urologic Solution
Glycopyrrolate*,Glycopyrrolate
Glydo,Lidocaine HCl
Glyrx-Pf,Glycopyrrolate/PF
Glyxambi,Empagliflozin/Linagliptin
Gocovri,Amantadine HCl
Golytely,"PEG3350/Sod Sulf,Bicarb,Cl/KCl"
Gonak,Hypromellose
Gonal-F Rff Redi-Ject,"Follitropin Alfa, Recombinant"
Goodnites,"Diaper,Brief,Infant-Todd,Disp"
Gralise,Gabapentin
Granisetron HCl,Granisetron HCl/PF
Granisetron HCl*,Granisetron HCl
Granix,Tbo-Filgrastim
Griseofulvin,"Griseofulvin, Microsize"
Griseofulvin Ultramicrosize,Griseofulvin Ultramicrosize
Guaifenesin DM,Guaifenesin/Dextromethorphan
Guaifenesin ER,Guaifenesin
Guaifenesin-DM ER,Guaifenesin/Dextromethorphan
Guanfacine HCl,Guanfacine HCl
Guanfacine HCl ER,Guanfacine HCl
Gvoke,Glucagon
Gvoke Hypopen 1-Pack,Glucagon
Gvoke Hypopen 2-Pack,Glucagon
Gvoke PFS 1-Pack Syringe,Glucagon
Gvoke PFS 2-Pack Syringe,Glucagon
Gynazole 1,Butoconazole Nitrate
H-Chlor 12,Sodium Hypochlorite
Haegarda,C1 Esterase Inhibitor
Hailey,Norethindrone Ac-Eth Estradiol
Hailey 24 Fe,Norethindrone-E.Estradiol-Iron
Hailey Fe,Norethindrone-E.Estradiol-Iron
Halaven,Eribulin Mesylate
Halcinonide,Halcinonide
Haldol,Haloperidol Lactate
Haldol Decanoate 100,Haloperidol Decanoate
Haldol Decanoate 50,Haloperidol Decanoate
Halobetasol Propionate,Halobetasol Propionate
Halog,Halcinonide
Haloperidol,Haloperidol
Haloperidol Decanoate,Haloperidol Decanoate
Haloperidol Decanoate 100,Haloperidol Decanoate
Haloperidol Lactate*,Haloperidol Lactate
Harvoni,Ledipasvir/Sofosbuvir
Healthy Eyes,"Vits A,C,E/Lutein/Minerals"
Healthy Eyes Supervision,Vit A/Vit C/Vit E/Zinc/Copper
Heather,Norethindrone
Hectorol,Doxercalciferol
Hemabate,Carboprost Tromethamine
Hemady,Dexamethasone
Hemangeol,Propranolol HCl
Hematex,Iron Polysaccharide Complex
Hemlibra,Emicizumab-Kxwh
Hemofil M,"Antihemophilic Factor, Human"
Hepagam B,Hepatitis B Immun Glob/Maltose
Heparin Flush,"Heparin Sodium,Porcine/PF"
Heparin Lock,"Heparin Sodium,Porcine"
Heparin Sodium,"Heparin Sodium,Porcine"
Heparin Sodium In 0.45% NaCl,"Heparin Sod,Pork In 0.45% NaCl"
Heparin Sodium In 0.9% NaCl,"Heparin Sodium,Porcine/Ns/PF"
Heparin Sodium*,"Heparin Sodium,Porcine/PF"
Heparin Sodium-0.45% NaCl,"Heparin Sod,Pork In 0.45% NaCl"
Heparin Sodium-0.9% NaCl,"Heparin Sodium,Porcine/Ns/PF"
Heparin Sodium-D5W,"Heparin Sodium,Porcine/D5W"
Hepsera,Adefovir Dipivoxil
Herceptin,Trastuzumab
Herceptin Hylecta,Trastuzumab-Hyaluronidase-Oysk
Herzuma,Trastuzumab-Pkrb
Hespan,Hetastarch In 0.9 % NaCl
Hetastarch-0.9% NaCl,Hetastarch In 0.9 % NaCl
Hetlioz,Tasimelteon
Hetlioz Lq,Tasimelteon
Hextend Lactated Electrolyte,"Hetastarch/Electrolyt,Lactated"
Hizentra,Immun Glob G(IgG)/Pro/IgA 0-50
Horizant,Gabapentin Enacarbil
Huggies,"Diaper,Brief,Infant-Todd,Disp"
Huggies Little Movers,"Diaper,Brief,Infant-Todd,Disp"
Huggies Overnites,"Diaper,Brief,Infant-Todd,Disp"
Huggies Pull-Ups,"Diaper,Brief,Infant-Todd,Disp"
Huggies Snug And Dry,"Diaper,Brief,Infant-Todd,Disp"
Humalog,Insulin Lispro
Humalog Junior Kwikpen,Insulin Lispro
Humalog Kwikpen U-100,Insulin Lispro
Humalog Kwikpen U-200,Insulin Lispro
Humalog Mix 50-50,Insulin Lispro Protamin/Lispro
Humalog Mix 50-50 Kwikpen,Insulin Lispro Protamin/Lispro
Humalog Mix 75-25,Insulin Lispro Protamin/Lispro
Humalog Mix 75-25 Kwikpen,Insulin Lispro Protamin/Lispro
Humate-P,Antihemophilic Factor/VWF
Humatrope,Somatropin
Humira,Adalimumab
Humira Pen,Adalimumab
Humira Pen Crohn'S-Uc-Hs,Adalimumab
Humira Pen Psor-Uveits-Adol Hs,Adalimumab
Humira(Cf),Adalimumab
Humira(Cf) Pediatric Crohn's,Adalimumab
Humira(Cf) Pen,Adalimumab
Humira(Cf) Pen Crohn'S-Uc-Hs,Adalimumab
Humira(Cf) Pen Pediatric Uc,Adalimumab
Humira(Cf) Pen Psor-Uv-Adol Hs,Adalimumab
Humulin R U-500,"Insulin Regular, Human"
Humulin R U-500 Kwikpen,"Insulin Regular, Human"
Hycamtin*,Topotecan HCl
Hycodan,Hydrocodone Bit/Homatrop Me-Br
Hydralazine HCl*,Hydralazine HCl
Hydrea,Hydroxyurea
Hydrochlorothiazide,Hydrochlorothiazide
Hydrocodone Bitartrate ER,Hydrocodone Bitartrate
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen
Hydrocodone-Chlorpheniramne ER,Hydrocodone/Chlorphen P-Stirex
Hydrocodone-Homatropine Mbr,Hydrocodone Bit/Homatrop Me-Br
Hydrocodone-Ibuprofen,Hydrocodone/Ibuprofen
Hydrocortisone Acetate*,Hydrocortisone Acetate
Hydrocortisone Butyrate,Hydrocortisone Butyrate
Hydrocortisone Valerate,Hydrocortisone Valerate
Hydrocortisone*,Hydrocortisone
Hydrocortisone-Acetic Acid,Hydrocortisone/Acetic Acid
Hydrocortisone-Pramoxine*,Hydrocortisone/Pramoxine
Hydromet,Hydrocodone Bit/Homatrop Me-Br
Hydromorphone ER,Hydromorphone HCl
Hydromorphone HCl,Hydromorphone HCl/PF
Hydromorphone HCl*,Hydromorphone HCl
Hydroquinone,Hydroquinone
Hydroxocobalamin,Hydroxocobalamin
Hydroxychloroquine Sulfate,Hydroxychloroquine Sulfate
Hydroxyprogesterone Caproate,Hydroxyprogesterone Caproat/PF
Hydroxyurea,Hydroxyurea
Hydroxyzine HCl*,Hydroxyzine HCl
Hydroxyzine Pamoate,Hydroxyzine Pamoate
Hyftor,Sirolimus
Hylatopicplus,Emollient Combination No.53
Hylenex,"Hyaluronidase, Human Recomb."
Hyophen,Methenam/M.Blue/Salicyl/Hyoscy
Hyoscyamine Sulfate ER,Hyoscyamine Sulfate
Hyoscyamine Sulfate*,Hyoscyamine Sulfate
Hyosyne,Hyoscyamine Sulfate
HyperHEP B,Hepatitis B Immune Globulin
Hyperlyte Cr,Sodium/Pot/Mag/Calc/Chlor/Acet
Hyperrab,Rabies Immune Globulin/PF
Hyperrab S-D,Rabies Immune Globulin/PF
Hyperrho S-D,Rho(D) Immune Globulin
Hypertet,Tetanus Immune Globulin/PF
Hyqvia,"IgG/Hyaluronidase,Recombinant"
Hysept,Sodium Hypochlorite
Hysingla ER,Hydrocodone Bitartrate
Hyzaar,Losartan/Hydrochlorothiazide
I-Caps,Antiox.Mv No.10/Omeg3s/Lut/Zea
I-Vite,Vit A/Vit C/Vit E/Zinc/Copper
IVermectin*,IVermectin
Ibandronate Sodium*,Ibandronate Sodium
Ibrance,Palbociclib
Ibsrela,Tenapanor HCl
Ibu,Ibuprofen
Ibuprofen,Ibuprofen
Ibuprofen-Famotidine,Ibuprofen/FAmotidine
Ic Green,Indocyanine Green
Icaps Areds2,Vit C/E/Zinc Ox/Copp/Lut/Zeax
Icaps Mv,Multivit-Min/FA/Lutein/Zeaxant
Icatibant,Icatibant Acetate
Iclusig,Ponatinib HCl
Icosapent Ethyl,Icosapent Ethyl
Idelvion,"Factor IX Recom,Albumin Fusion"
Idhifa,Enasidenib Mesylate
Iferex 150,Iron Polysaccharide Complex
Iferex 150 Forte,Iron Ps Complex/B12/Folic Acid
Ifex,Ifosfamide
Ifosfamide,Ifosfamide
Ilaris,Canakinumab/PF
Ilevro,Nepafenac
Illuccix,Kit Prep Of Ga-68/Gozetotide
Ilumya,Tildrakizumab-Asmn
Iluvien,Fluocinolone Acetonide
Imatinib Mesylate,Imatinib Mesylate
Imbruvica,Ibrutinib
Imcivree,Setmelanotide Acetate
Imdevimab (Regn10987) (Eua),Imdevimab
Imfinzi,Durvalumab
Imipenem-Cilastatin Sodium,Imipenem/Cilastatin Sodium
Imipramine HCl,Imipramine HCl
Imipramine Pamoate,Imipramine Pamoate
Imiquimod,Imiquimod
Imitrex,Sumatriptan
Imitrex*,Sumatriptan Succinate
Imlygic,Talimogene Laherparepvec
Implanon,Etonogestrel
Imuran,Azathioprine
Imvexxy,Estradiol
Inbrija,Levodopa
Incassia,Norethindrone
Increlex,Mecasermin
Incruse Ellipta,Umeclidinium Bromide
Indapamide,Indapamide
Inderal La,Propranolol HCl
Inderal XL,Propranolol HCl
Indigo Carmine,Indigotindisulfonate Sodium
Indocin*,Indomethacin
Indomethacin,Indomethacin
Indomethacin ER,Indomethacin
Infant-Toddler Iron,Ferrous Sulfate
Infant-Toddler Vitamin A-C-D,Vit A Palmitate/Vit C/Vit D3
Infed,Iron Dextran Complex
Inflectra,Infliximab-Dyyb
Infliximab,Infliximab
Infugem,Gemcitabine HCl In 0.9 % NaCl
Infumorph,Morphine Sulfate/PF
Infuvite Adult,"Multivit Infusn,Adult 4,Vit K"
Infuvite Pediatric,"Multivit Infusion,Pedi 1,Vit K"
Ingrezza,Valbenazine Tosylate
Ingrezza Initiation Pack,Valbenazine Tosylate
Injectafer,Ferric Carboxymaltose
Inlyta,Axitinib
Innopran XL,Propranolol HCl
Inqovi,Decitabine/Cedazuridine
Inrebic,Fedratinib Dihydrochloride
Inspirachamber,"Inhaler, Assist Devices"
Inspra,Eplerenone
Insulin Aspart,Insulin Aspart
Insulin Aspart Flexpen,Insulin Aspart
Insulin Aspart Penfill,Insulin Aspart
Insulin Aspart Prot Mix 70-30,Insulin Aspart Prot/Insuln Asp
Insulin Degludec,Insulin Degludec
Insulin Degludec Pen (U-100),Insulin Degludec
Insulin Degludec Pen (U-200),Insulin Degludec
Insulin Glargine,"Insulin Glargine,Hum.Rec.Anlog"
Insulin Glargine Solostar,"Insulin Glargine,Hum.Rec.Anlog"
Insulin Glargine-Yfgn,Insulin Glargine-Yfgn
Insulin Lispro,Insulin Lispro
Insulin Lispro Junior Kwikpen,Insulin Lispro
Insulin Lispro Kwikpen U-100,Insulin Lispro
Insulin Lispro Protamine Mix,Insulin Lispro Protamin/Lispro
Insulin Syringe,"Syrge-Ndl,Ins 0.3 Ml Half Mark"
Integrilin,Eptifibatide
Intelence,Etravirine
Intralipid,Fat Emulsions
Intrarosa,Prasterone (Dhea)
Intron A,"Interferon Alfa-2b,Recomb."
Intuniv,Guanfacine HCl
Invanz*,Ertapenem Sodium
Invega,Paliperidone
Invega Hafyera,Paliperidone Palmitate
Invega Sustenna,Paliperidone Palmitate
Invega Trinza,Paliperidone Palmitate
Inveltys,Loteprednol Etabonate
Invirase,Saquinavir Mesylate
Invokamet,Canagliflozin/Metformin HCl
Invokamet XR,Canagliflozin/Metformin HCl
Invokana,Canagliflozin
Iodixanol,Iodixanol
Iodoquinol-Hydrocortisone-Aloe,Hydrocortisone/Iodoquin/Aloe 2
Iopidine,Apraclonidine HCl
Ipratropium Bromide*,Ipratropium Bromide
Ipratropium-Albuterol,Ipratropium/Albuterol Sulfate
Irbesartan,Irbesartan
Irbesartan-Hydrochlorothiazide,Irbesartan/Hydrochlorothiazide
Iressa,Gefitinib
Irinotecan HCl,Irinotecan HCl
Iron,Ferrous Sulfate
Iron 100 Plus,"Iron,Carb/Vit C/Vit B12/Folic"
Iron Chews,"Iron,Carbonyl"
Iron-Vitamin C,"Iron,Carbonyl/Ascorbic Acid"
Irospan,"Iron Bg,Ps/Folic/B,C No.12/Suc"
Isentress,Raltegravir Potassium
Isentress Hd,Raltegravir Potassium
Isibloom,Desogestrel-Ethinyl Estradiol
Isolyte S,Electrolyte-S (Ph 7.4)
Isoniazid,Isoniazid
Isopropyl Rubbing Alcohol,Isopropyl Alcohol
Isoproterenol HCl,Isoproterenol HCl
Isopto Atropine,Atropine Sulfate
Isordil,Isosorbide Dinitrate
Isosorbide Dinit-Hydralazine,Isosorbide Dinit/Hydralazine
Isosorbide Dinitrate,Isosorbide Dinitrate
Isosorbide Mononitrate,Isosorbide Mononitrate
Isosorbide Mononitrate ER,Isosorbide Mononitrate
Isosulfan Blue,Isosulfan Blue
Isotretinoin,Isotretinoin
Isradipine,Isradipine
Istalol,Timolol Maleate
Istodax,Romidepsin
Isturisa,Osilodrostat Phosphate
Isuprel,Isoproterenol HCl
Itraconazole,Itraconazole
Ixempra,Ixabepilone
Ixinity,"Factor IX Human Recomb,Thr 148"
Jadenu,Deferasirox
Jadenu Sprinkle,Deferasirox
Jaimiess,L-Norgest/E.Estradiol-E.Estrad
Jakafi,Ruxolitinib Phosphate
Jalyn,Dutasteride/Tamsulosin HCl
Janssen Covid-19 Vaccine (Eua),"Covid-19 Vac,Ad26(Janssen)/PF"
Jantoven,Warfarin Sodium
Janumet,Sitagliptin Phos/Metformin HCl
Janumet XR,Sitagliptin Phos/Metformin HCl
Januvia,Sitagliptin Phosphate
Jardiance,Empagliflozin
Jasmiel,Ethinyl Estradiol/Drospirenone
Jatenzo,Testosterone Undecanoate
Javygtor,Sapropterin Dihydrochloride
Jelmyto,Mitomycin
Jemperli,Dostarlimab-Gxly
Jencycla,Norethindrone
Jentadueto,Linagliptin/Metformin HCl
Jentadueto XR,Linagliptin/Metformin HCl
Jevtana,Cabazitaxel
Jinteli,Norethindrone Ac-Eth Estradiol
Jivi,"FVIII Rec,B-Dom Delet PEG-Aucl"
Jolessa,Levonorgestrel/Ethin.Estradiol
Jornay PM,Methylphenidate HCl
Jublia,Efinaconazole
Juleber,Desogestrel-Ethinyl Estradiol
Juluca,Dolutegravir/Rilpivirine
Junel,Norethindrone Ac-Eth Estradiol
Junel Fe,Norethindrone-E.Estradiol-Iron
Junel Fe 24,Norethindrone-E.Estradiol-Iron
Juxtapid,Lomitapide Mesylate
Jynarque,Tolvaptan
K-Dur,Potassium Chloride
K-Phos Neutral,"Sod Phos Di, Mono/K Phos Mono"
K-Phos No.2,"Sod Phos,M-B/K Phos,Monob"
K-Phos Original,"Potassium Phosphate,Monobasic"
K-Tab ER,Potassium Chloride
Kadcyla,Ado-Trastuzumab Emtansine
Kaitlib Fe,Noreth-Ethinyl Estradiol/Iron
Kalbitor,Ecallantide
Kaletra,Lopinavir/Ritonavir
Kalydeco,IVacaftor
Kanjinti,Trastuzumab-Anns
Kanuma,Sebelipase Alfa
Kapspargo Sprinkle,Metoprolol Succinate
Karbinal ER,Carbinoxamine Maleate
Kariva,Desog-E.Estradiol/E.Estradiol
Katerzia,Amlodipine Benzoate
Kazano,Alogliptin Benz/Metformin HCl
Kcentra,Hum Prothrombin Cplx(PCC)4fact
Kedbumin,Albumin Human
