Mftr_Name,2018 Medicaid Spend,2018 Medicaid Units Produced,2019 Medicaid Spend,2019 Medicaid Units Produced,2020 Medicaid Spend,2020 Medicaid Units Produced,2021 Medicaid Spend,2021 Medicaid Units Produced,2022 Medicaid Spend,2022 Medicaid Units Produced
Fagron Inc,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,$98.45,3825.0
Fera Pharmaceut,"$4,550.79",3901.0,"$15,712.26",18710.0,"$134,243.16",132630.0,"$866,782.88",492125.0,"$482,237.98",71333.0
Ferring Ph Inc,"$12,552,293.90",674454.0,"$17,935,590.24",1210810.0,"$16,868,937.29",1267401.0,"$15,308,100.85",3924351.0,"$6,010,593.98",6966360.0
Ferring Ph Inc*,"$2,121,368.16",93023.0,"$2,262,459.69",84977.0,"$1,995,787.52",74627.0,"$1,178,960.63",68150.0,"$1,131,826.75",62295.0
Ferring Pharmac,"$175,050.17",608.0,"$120,852.30",952.0,"$221,505.20",1790.0,"$260,311.18",1894.0,"$112,340.48",783.0
Ferring/Antares,$0.00,0.0,"$72,060.45",5150.0,"$119,419.41",8777.0,"$154,325.97",10164.0,"$53,316.91",3420.0
"Fleet,C.B. Co.","$2,240.86",38348.0,"$2,944.95",50224.0,"$2,416.61",49556.0,"$1,862.34",27054.0,"$1,881.97",18161.0
Flexion Therape,"$250,121.97",703.0,"$2,088,483.01",4612.0,"$3,638,542.25",7940.0,"$5,670,541.55",12095.0,"$5,756,694.10",16225.0
Florida Pharmac,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$374,016.88",1075985.0,"$1,272,732.20",4368510.0
Forest/Allergan,"$143,988,208.23",17694788.0,"$132,328,059.53",16276418.0,"$125,971,468.02",16308903.0,"$76,055,248.31",14621911.0,"$55,572,418.30",12232409.0
Forte Bio-Pharm,$0.00,0.0,$0.00,0.0,"$1,489,624.02",68728.0,"$891,342.29",37427.0,"$116,970.04",4200.0
Fosun Pharma Us,$0.00,0.0,"$69,200.49",10763.0,"$2,563,314.01",123066.0,"$3,964,997.41",167463.0,"$5,863,440.85",281487.0
Fosun Pharma Us*,$0.00,0.0,"$154,984.61",8222.0,"$850,520.28",88762.0,"$1,982,590.82",177680.0,"$2,727,762.30",227033.0
Fosun-Novaplus,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$5,185.21",171.0,"$36,012.50",686.0
Fougera,$406.23,1680.0,"$22,431.69",126.0,"$52,375.89",1003.0,"$714,252.08",388970.0,"$1,772,778.94",1131134.0
Fougera/Sandoz,"$75,510,789.28",151099250.0,"$58,520,455.26",125811001.0,"$35,374,766.79",85335255.0,"$37,346,096.57",94373763.0,"$40,544,405.19",101402872.0
Fougera/Sandoz*,"$10,750,276.12",11481078.0,"$10,682,127.07",11914700.0,"$8,892,961.16",10685013.0,"$9,245,983.82",11949899.0,"$8,831,054.93",12142685.0
Freeda Health,"$7,238.80",64657.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,$389.54,1830.0
Fresenius Kabi,"$207,996,405.13",27496740.0,"$286,100,240.14",48818156.0,"$313,980,908.93",63168072.0,"$333,122,065.86",78032547.0,"$380,893,383.22",84033280.0
Fresenius Kabi*,"$41,061,300.96",9079930.0,"$56,960,578.58",2721932.0,"$71,134,162.12",8157396.0,"$59,530,486.95",27248158.0,"$70,963,314.19",23968842.0
Fresenius Medic,"$164,559,755.90",4605831.0,"$181,810,243.48",5623992.0,"$204,855,199.99",7172942.0,"$229,045,767.82",8139406.0,"$194,128,204.03",7411216.0
Fresenius/Novap,"$12,284,238.66",2542446.0,"$31,112,067.58",3367526.0,"$41,068,636.65",2728010.0,"$45,678,771.00",3287898.0,"$37,505,583.48",2694847.0
Fresenius/Novap*,"$6,918,500.67",241453.0,"$8,309,490.56",287102.0,"$9,966,611.30",282169.0,"$10,669,197.57",185642.0,"$12,532,570.09",190317.0
Fujisawa USA,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$179,135.49",141.0
G1 Therapeutics,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$222,847.90",202.0,"$1,663,499.27",8605.0
GE Health-Novap,"$2,818,156.03",3003034.0,"$9,377,477.05",6501389.0,"$14,567,105.92",9581367.0,"$21,118,184.59",14527383.0,"$19,768,629.47",10524951.0
GE Healthcare,"$1,443,344.57",520098.0,"$4,489,673.20",902984.0,"$5,341,674.97",1013768.0,"$5,988,987.40",2122271.0,"$6,977,690.49",2144673.0
GE Healthcare*,"$15,828,854.70",10077046.0,"$27,035,004.52",15876043.0,"$32,238,277.95",22095153.0,"$33,316,338.46",28665156.0,"$37,880,385.74",26338746.0
GSK Consumer He,$952.14,44689.0,$900.01,36954.0,"$1,168.94",43416.0,$0.00,0.0,$923.22,30869.0
GSK/Woodward Ph,"$363,596.63",66860.0,"$216,578.73",31376.0,"$197,114.89",26337.0,"$307,446.93",36594.0,"$375,173.60",41284.0
Galderma Labora,"$24,074,586.42",2820416.0,"$26,574,827.73",3047410.0,"$28,465,687.73",3474154.0,"$31,131,707.29",3843647.0,"$30,813,235.71",3687429.0
Galen US/Nexus,"$214,558.26",9376.0,"$273,636.26",8097.0,"$377,222.10",6791.0,"$149,199.50",4803.0,"$69,955.56",4057.0
Gavis/Lupin,"$14,289,290.31",971057479.0,"$11,973,251.15",1054224025.0,"$7,595,071.09",726871577.0,"$4,790,973.86",284696697.0,"$6,700,442.76",719865917.0
"Genbiopro, Inc.",$0.00,0.0,"$133,418.22",1720.0,"$1,400,617.41",20322.0,"$3,061,307.61",57194.0,"$4,725,756.31",89517.0
"Genentech, Inc.","$1,947,204,483.08",77144994.0,"$2,262,562,899.84",42193889.0,"$2,343,793,724.61",15862989.0,"$2,607,028,197.56",13419183.0,"$2,774,750,958.47",13405549.0
"Genentech, Inc.*","$55,702,998.84",324102.0,"$56,655,609.95",308007.0,"$56,568,802.32",316642.0,"$58,661,823.66",330364.0,"$58,279,250.34",322872.0
"Genericus, Inc.","$2,427,560.15",132680.0,"$4,622,369.73",292160.0,"$3,217,712.37",242160.0,"$3,409,288.10",254044.0,"$2,634,717.68",235280.0
Genus Lifescien,"$746,852.99",3171977.0,"$1,253,342.96",2726955.0,"$1,292,845.76",2284005.0,"$1,589,269.45",1563313.0,"$581,504.80",943635.0
Genzyme,"$484,312,897.37",16196115.0,"$448,389,293.00",11914643.0,"$422,730,985.62",8861307.0,"$424,434,747.02",7103605.0,"$327,985,949.73",5981304.0
Genzyme Corp -,"$345,804.51",15703.0,"$329,958.18",11752.0,"$336,867.83",11335.0,"$444,793.13",15148.0,"$350,596.77",13463.0
Geri-Care,$80.54,586.0,$690.58,12663.0,$337.02,1216.0,$0.00,0.0,"$19,185.16",67235.0
Geri-Care*,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,$168.91,902.0
Gilead Sciences,"$4,061,579,359.69",55139413.0,"$4,402,216,727.43",48573517.0,"$4,459,822,432.16",46538095.0,"$4,566,405,064.49",44866126.0,"$4,553,283,417.55",42562003.0
Glasshouse Phar,$905.20,1080.0,"$201,272.48",276736.0,"$685,412.49",935831.0,"$1,257,966.68",1432393.0,"$684,823.22",1083172.0
Glaxosmithkline,"$2,267,774,497.49",373611123.0,"$1,944,481,147.70",220073826.0,"$1,815,477,670.69",163888289.0,"$2,012,799,729.76",176798653.0,"$2,263,577,866.52",219603759.0
Glaxosmithkline*,"$58,852,566.65",111984.0,"$71,816,668.45",98840.0,"$87,758,217.65",110308.0,"$129,262,606.67",149611.0,"$165,855,946.21",181027.0
Glenmark Pharma,"$273,684,170.94",666979980.0,"$251,254,244.90",652043871.0,"$232,262,648.07",577605187.0,"$270,852,308.32",655421802.0,"$286,912,285.52",703638509.0
Glenmark Pharma*,"$983,466.13",238790.0,"$3,736,395.97",919792.0,"$3,531,297.48",1032130.0,"$6,461,433.58",4217667.0,"$11,239,532.94",9648783.0
Global Blood Th,$0.00,0.0,$0.00,0.0,"$46,484,804.87",402251.0,"$85,938,595.01",740960.0,"$114,713,240.49",973030.0
Global Pharm,"$1,279,370.41",2868969.0,"$1,044,985.45",2607524.0,"$214,154.37",656070.0,"$21,364.97",82387.0,"$3,098.80",16240.0
Granules Pharma,"$1,205,307.53",8205756.0,"$11,862,878.88",74346605.0,"$24,881,508.40",110672851.0,"$60,646,196.03",328344021.0,"$86,410,092.65",445812928.0
Greenstone LLC.,"$84,184,702.61",173091369.0,"$100,921,220.90",172844237.0,"$105,811,231.07",159994606.0,"$90,870,039.64",137065678.0,"$63,297,163.83",111165458.0
Greenstone LLC.*,"$22,797,289.97",21373449.0,"$25,716,594.36",22505485.0,"$25,832,653.87",23676320.0,"$21,620,607.95",20610321.0,"$9,742,439.95",10793781.0
Greenstone/Pras,"$79,232,752.49",9002933.0,"$59,387,508.93",10611264.0,"$46,005,318.63",12456239.0,"$37,154,188.74",12950524.0,"$8,216,733.03",2397566.0
Greer Laborator,"$279,315.07",19350.0,"$286,733.43",19380.0,"$232,564.89",15780.0,"$216,285.47",14850.0,"$180,409.78",12300.0
Grifols,"$57,043,071.96",54883244.0,"$46,843,126.67",40878321.0,"$39,105,449.78",34061955.0,"$40,869,678.19",34653866.0,"$30,836,637.48",26957220.0
Grifols Therape,"$141,136,484.13",105748316.0,"$145,090,440.85",101294260.0,"$159,267,122.00",102025391.0,"$172,736,349.48",118980023.0,"$165,276,221.58",99796198.0
H2 Pharma LLC,"$2,679,421.90",7806262.0,"$3,709,603.40",12688016.0,"$4,396,992.37",12818510.0,"$3,383,165.65",7366159.0,"$4,925,926.47",5932095.0
HLS Therapeutic,"$2,901,860.23",246720.0,"$2,900,279.92",222735.0,"$2,800,271.17",218814.0,"$2,441,389.16",188591.0,"$2,272,077.67",174194.0
Halozyme Therap,"$330,776.27",1628.0,"$498,129.87",1833.0,"$260,031.40",2235.0,"$316,674.41",3281.0,"$153,355.62",2270.0
Harmony Bioscie,$0.00,0.0,$0.00,0.0,"$15,461,735.30",83454.0,"$43,897,738.26",214712.0,"$71,132,410.71",331229.0
Harris Pharm,"$5,270,619.66",8824752.0,"$5,498,238.13",6860007.0,"$2,306,654.13",2517563.0,"$1,160,779.11",879028.0,"$225,319.51",278081.0
Helsinn Therape,"$670,909.83",2987.0,"$4,682,794.50",31849.0,"$5,377,654.42",78496.0,"$7,529,694.12",173316.0,"$6,550,937.20",156714.0
"Hepalink USA, I",$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$399,080.34",122114.0
Hercon,"$12,758.03",22654.0,"$8,995.02",13146.0,"$18,613.90",5848.0,"$2,887.65",2565.0,$947.21,1035.0
Heritage Pharma,"$2,857,719.05",3169597.0,"$2,509,077.17",10100957.0,"$6,877,697.91",43517599.0,"$6,045,860.79",45368454.0,"$2,327,497.95",15138421.0
Heron Therapeut,"$5,374,283.56",91845.0,"$17,735,105.22",690775.0,"$13,853,071.37",584768.0,"$12,321,084.62",599039.0,"$12,566,891.37",594855.0
Hi-Tech/Akorn C,"$99,044,402.02",741049005.0,"$76,303,054.28",552379927.0,"$58,940,194.83",381475052.0,"$59,699,073.61",358862941.0,"$72,772,732.19",370221119.0
Hi-Tech/Akorn C*,"$1,792,452.97",12051414.0,"$1,502,580.84",8528363.0,"$1,088,923.07",3370821.0,"$1,137,912.49",2381194.0,"$1,049,208.44",1989555.0
Hikma Pharmaceu,"$1,139.70",270.0,$0.00,0.0,$0.00,0.0,"$24,438.88",1091.0,"$854,880.11",10560.0
Hikma Specialty,"$3,268,775.99",628226.0,"$4,395,087.17",751604.0,"$4,877,278.93",829091.0,"$7,195,171.17",1153300.0,"$4,904,437.79",490495.0
Hillestad Pharm,"$179,417.81",635796.0,"$176,460.63",547976.0,"$165,484.70",587592.0,"$154,228.31",586213.0,"$113,076.39",451736.0
Hisun Pharmaceu,$0.00,0.0,"$33,926.19",81369.0,"$190,916.49",268165.0,"$160,407.73",230524.0,"$88,740.53",125065.0
Horizon Pharma,"$4,183,881.63",111996.0,"$3,472,035.52",87239.0,"$1,454,823.38",37291.0,"$605,836.10",15660.0,"$513,898.06",13296.0
Horizon Therape,"$256,223,760.95",1573466.0,"$335,350,007.37",1864094.0,"$408,457,448.17",1960645.0,"$528,367,332.07",2024714.0,"$605,444,614.94",1932946.0
Hosp/Pfiz-Premi,"$104,905.99",14587.0,"$557,150.95",25852.0,"$614,229.16",34482.0,"$1,335,102.71",48271.0,"$346,039.20",46720.0
Hospira,"$2,968,786.14",63080.0,"$5,465,410.04",36741.0,"$9,141,087.02",33655.0,"$9,934,675.74",97860.0,"$1,584,956.81",158676.0
Hospira*,"$208,160.10",139942.0,"$72,114.32",116400.0,"$14,093.19",138719.0,"$8,091.89",32978.0,"$1,036.38",6696.0
Hospira-Novaplu,"$16,914,407.34",1485500.0,"$30,406,461.78",1648302.0,"$27,822,986.97",1074576.0,"$22,965,895.30",1030660.0,"$11,540,471.15",1364692.0
Hospira-Novaplu*,"$1,900,000.72",29832.0,"$5,982,459.76",104121.0,"$5,786,614.87",123413.0,"$6,469,955.66",132177.0,"$4,842,321.37",128871.0
Hospira/Amerine,$0.00,0.0,$27.41,45.0,$9.16,32.0,$10.12,30.0,"$104,856.40",140.0
Hospira/Icu Med,"$70,823,540.02",523118065.0,"$108,797,629.38",485120281.0,"$62,215,844.91",238588345.0,"$31,901,164.83",102041673.0,"$14,637,377.67",35955213.0
Hospira/Icu Med*,"$20,967,944.12",125900418.0,"$33,706,617.50",147291193.0,"$27,532,802.68",93845401.0,"$23,403,870.91",383256527.0,"$17,312,680.84",17509844.0
Hospira/Novaplu,"$24,374.74",510.0,$280.33,206.0,$318.56,59.0,"$1,424.10",191.0,"$2,801.29",368.0
Hospira/Novatio,"$38,493.13",1446.0,"$39,352.04",1809.0,"$14,223.77",470.0,"$45,943.40",667.0,"$35,832.10",520.0
Hospira/Pfizer,"$291,978,089.60",94013877.0,"$332,091,155.93",77480752.0,"$349,779,354.18",77032824.0,"$459,305,005.03",94133896.0,"$400,616,444.33",67329322.0
Hospira/Pfizer*,"$140,940,353.08",17435515.0,"$183,297,645.81",16171037.0,"$203,351,447.61",23282040.0,"$201,150,906.85",14223143.0,"$137,066,988.04",10002609.0
Hospira/Pfizer-,$0.00,0.0,"$5,932.57",2698.0,"$1,558.94",49.0,"$3,955.27",103.0,"$5,034.45",99.0
Hra Pharma Amer,$0.00,0.0,$0.00,0.0,"$205,667.81",5449.0,"$3,735,386.90",92530.0,"$5,805,310.28",145564.0
I3 Pharmaceutic,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$24,878.25",22412.0
"IGI Labs, Inc./","$12,208,242.28",17685971.0,"$5,387,984.66",8695260.0,"$4,258,509.05",8498679.0,"$3,014,508.02",8146125.0,"$467,111.20",1422158.0
Ibsa Pharma Inc,"$20,267.07",4693.0,"$5,564,362.16",1314393.0,"$9,039,418.52",2072082.0,"$9,190,885.40",1971173.0,"$11,319,315.41",2137954.0
Icu Medical Inc,$0.00,0.0,"$4,013,397.23",1227355.0,"$57,360,656.89",160016521.0,"$49,848,811.11",294998028.0,"$85,805,602.68",325204677.0
Icu Medical Inc*,$0.00,0.0,$0.00,0.0,"$17,398,854.56",43788382.0,"$15,450,192.70",94843298.0,"$37,272,312.55",126965848.0
Idorsia Pharmac,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$977,058.57",64931.0
Immunocore Comm,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$588,462.14",20.0
Impax/Amneal,"$3,191,757.86",24967130.0,"$457,349.54",4067284.0,"$118,279.79",1047695.0,"$13,995.81",127902.0,"$1,129.58",5905.0
Impel Pharmaceu,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$792,929.84",3784.0
Incyte Corporat,"$61,657,393.68",318350.0,"$84,539,832.52",382491.0,"$99,098,009.90",426669.0,"$127,628,060.16",519902.0,"$166,024,698.54",1276470.0
Independence Ph,"$3,502,673.66",2080361.0,"$3,481,061.69",2068844.0,"$2,049,212.87",1240426.0,"$1,470,956.57",861600.0,"$1,632,098.08",980993.0
Indivior Inc.,"$789,523,127.45",99835935.0,"$853,918,908.80",92216368.0,"$969,597,035.83",92277435.0,"$1,170,369,253.52",104553773.0,"$1,341,113,119.73",107059353.0
Ingenus Pharmac,"$8,928,874.41",19101976.0,"$27,638,312.76",56172776.0,"$39,332,576.46",90431373.0,"$51,270,993.20",109487117.0,"$49,664,306.55",92813413.0
"Innogenix, Inc.",$0.00,0.0,$0.00,0.0,$0.00,0.0,"$328,581.74",1129109.0,"$880,907.81",2764870.0
Insmed Incorpor,"$303,492.44",30.0,"$9,172,512.17",1573.0,"$12,323,468.18",1431.0,"$12,838,217.63",1532.0,"$13,406,059.27",1554.0
Intercept Pharm,"$9,280,516.02",45463.0,"$12,721,417.25",55482.0,"$15,019,040.65",63592.0,"$18,043,896.89",70911.0,"$18,889,104.65",70885.0
International M,"$2,939,239.60",499999.0,"$2,954,448.65",479835.0,"$2,641,770.93",386874.0,"$3,135,334.17",399737.0,"$3,426,499.04",561353.0
International M*,"$213,852.26",200291.0,"$909,584.56",268400.0,"$1,035,595.41",229620.0,"$1,179,259.95",203534.0,"$976,304.17",223264.0
Intersect Ent,"$32,704.86",31.0,"$67,003.29",90.0,"$196,883.26",167.0,"$290,046.01",218.0,"$237,123.18",149.0
Intra-Cellular,$0.00,0.0,$0.00,0.0,"$7,425,996.35",173275.0,"$35,010,240.51",778043.0,"$106,514,198.70",2233391.0
Intra-Sana Labo,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$283,925.03",14160.0,"$848,011.06",41650.0
Ipsen Biopharma,"$39,246,767.34",33578.0,"$46,648,289.43",38364.0,"$55,395,300.93",38199.0,"$67,592,911.79",49312.0,"$64,332,567.73",45026.0
Iroko Ph/Egalet*,"$1,529,781.31",356286.0,"$2,439,527.74",307314.0,"$1,258,594.70",137224.0,"$248,148.25",7740.0,"$18,138.41",484.0
Ironshore Pharm,$0.00,0.0,"$5,173,068.03",427440.0,"$24,062,770.26",1969477.0,"$35,495,902.31",2774949.0,"$51,327,104.82",3897924.0
"Itf Pharma, Inc",$0.00,0.0,"$71,243.18",13800.0,"$146,459.01",31800.0,"$280,326.65",49800.0,"$265,477.20",45000.0
Jacksonville Ph,"$212,767.06",9421.0,"$163,477.29",7503.0,"$75,132.39",3810.0,"$12,342.92",573.0,"$2,999.32",146.0
Jacobus Pharm.,"$442,077.15",258584.0,"$246,165.97",168403.0,"$1,332,281.03",138902.0,"$1,915,879.24",81398.0,"$237,856.09",38335.0
Janssen Biotech,"$491,064,088.30",1547210.0,"$443,686,853.30",1168519.0,"$460,647,905.28",1340218.0,"$569,126,852.64",1497448.0,"$662,222,984.62",1455897.0
Janssen Biotech*,"$341,446,867.60",83767.0,"$512,511,972.52",111962.0,"$729,746,581.99",150110.0,"$1,070,548,499.20",198275.0,"$1,401,571,709.80",230841.0
Janssen Pharm.,"$1,977,442,652.36",60891769.0,"$2,311,091,112.58",62275732.0,"$2,524,369,404.83",65198454.0,"$2,896,348,005.54",79629982.0,"$3,178,969,810.47",85587815.0
Janssen Product,"$470,632,973.63",10796862.0,"$552,678,563.29",8977708.0,"$568,113,075.50",7924900.0,"$567,779,580.06",7036313.0,"$541,595,980.22",5847199.0
Jaymac Pharma,"$1,772,168.40",362933.0,"$1,939,998.87",397118.0,"$2,316,540.11",470052.0,"$3,189,793.78",646517.0,"$3,620,354.54",718794.0
Jazz Pharmaceut,"$95,860,293.83",4119961.0,"$253,467,144.80",15979920.0,"$414,441,445.55",25889818.0,"$538,502,342.89",30501520.0,"$680,589,945.52",34885493.0
Jazz/Axsome,$0.00,0.0,"$367,962.75",17236.0,"$2,790,925.00",132712.0,"$5,986,758.37",271034.0,"$7,747,913.20",321918.0
Jazz/Tersera,"$631,537.19",2130.0,"$585,290.97",2749.0,"$303,202.26",1117.0,"$123,412.86",389.0,"$28,673.66",148.0
"Jg Pharma, Inc.",$0.00,0.0,$0.00,0.0,$0.00,0.0,"$207,682.53",30372.0,"$2,117,140.41",302072.0
Journey Medical,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$9,436.84",810.0,"$6,382,632.75",311130.0
Jubilant Cadist,"$39,620,775.00",131011460.0,"$40,160,302.36",127977235.0,"$41,992,707.77",131164794.0,"$40,037,911.17",116581104.0,"$32,199,096.16",87376057.0
"KVK-Tech, Inc.","$50,326,509.63",192435543.0,"$59,266,974.60",231097267.0,"$56,490,988.32",236919808.0,"$43,951,304.81",179880655.0,"$38,757,637.40",113489371.0
Kadmon/Sanofi-A,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$1,724,371.33",3839.0,"$14,021,579.36",26979.0
Kala/Alcon Labo,$0.00,0.0,"$93,106.14",1104.0,"$205,291.79",2221.0,"$927,523.70",14996.0,"$3,384,630.60",55994.0
Kartha Pharmace,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$70,116.61",331434.0
Karyopharm Ther,$0.00,0.0,"$1,074,290.30",1324.0,"$2,409,033.79",2503.0,"$3,776,682.79",2349.0,"$4,904,641.64",1957.0
Kedrion Biophar,"$25,591,493.13",7300139.0,"$27,105,405.72",8632444.0,"$31,526,674.22",9678400.0,"$36,564,112.87",9767356.0,"$36,511,268.10",8781505.0
Keryx Biopharma,"$8,580,524.32",1652632.0,"$13,330,029.38",2334271.0,"$18,570,041.86",3140503.0,"$21,863,760.63",3525800.0,"$20,472,238.44",3035697.0
Kimberly-Clark,"$26,740.69",49083.0,"$694,257.06",861584.0,"$400,050.75",400177.0,"$488,374.99",852348.0,"$219,296.61",382269.0
King Pharm,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,$480.70,21.0
Kiniksa Pharmac,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$1,675,000.61",350.0,"$11,789,222.35",2338.0
"Kite Pharma, In",$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$9,724,693.30",26.0
Konsyl,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,$195.30,450.0
Kowa Pharmaceut,"$4,256,180.83",508989.0,"$5,441,776.90",572688.0,"$6,152,491.41",619529.0,"$7,114,324.14",695331.0,"$7,748,793.90",756268.0
Kremers/Lannett,"$77,064,136.69",896469305.0,"$49,725,139.32",314248472.0,"$39,974,968.32",177241592.0,"$30,851,567.18",130155024.0,"$14,143,867.37",42109108.0
"Kyowa Kirin, In","$1,082,795.24",27718.0,"$2,053,770.96",14724.0,"$3,170,918.00",18787.0,"$3,632,895.90",25074.0,"$5,319,175.61",29823.0
Kyowa/Cumberlan,"$3,094,174.82",6059.0,"$3,168,880.58",5920.0,"$2,902,265.00",5234.0,"$3,262,380.37",5600.0,"$3,323,427.11",5503.0
Laboratoire Hra,"$42,661.45",2520.0,"$630,861.83",60127.0,"$774,235.78",68391.0,"$1,137,416.63",87022.0,"$1,562,926.59",93463.0
Lannett Co. Inc,"$114,334,131.51",221171425.0,"$142,245,364.71",163774497.0,"$190,603,074.45",231680753.0,"$164,912,888.97",316357004.0,"$127,759,040.16",287448784.0
Lannett Co. Inc*,"$8,241.68",320.0,"$9,858.45",889.0,"$12,773.73",1268.0,"$19,300.77",3337.0,"$19,024.16",2400.0
Lantheus Medica,"$2,520,601.92",27337.0,"$2,913,360.15",32782.0,"$3,087,829.55",36284.0,"$4,283,458.86",49746.0,"$5,274,775.23",51882.0
Larken Labs,"$144,423.54",204141.0,"$115,524.99",173547.0,"$106,714.73",166935.0,"$124,896.13",191073.0,"$113,287.91",148714.0
Laurus Labs Lim,$0.00,0.0,"$1,028,576.34",14577870.0,"$620,940.28",6695520.0,"$6,839,109.39",5944031.0,"$12,598,681.19",10971799.0
Leader,"$52,824.96",1198636.0,"$73,689.89",1700527.0,"$99,689.54",1804671.0,"$73,966.19",1845019.0,"$99,465.77",2887774.0
Leadiant Biosci,"$8,202,197.07",3537025.0,"$9,095,414.53",3112466.0,"$7,418,402.85",2139064.0,"$2,372,324.19",1688595.0,"$3,201,865.51",1166630.0
Leadiant Biosci*,"$5,967,952.59",614645.0,"$4,521,943.14",605509.0,"$4,408,742.39",618920.0,"$5,156,783.74",627041.0,"$6,453,901.90",878225.0
Leadiant/Chiesi,$0.00,0.0,"$31,254,692.91",4662.0,"$37,905,665.69",5616.0,"$44,813,381.28",6544.0,"$23,139,446.33",3138.0
Leading Pharma,"$20,924,746.39",127555616.0,"$26,503,293.69",142258728.0,"$32,233,657.79",177971947.0,"$38,213,961.77",205023145.0,"$44,259,063.52",205500507.0
Legacy Pharmace,"$54,291,616.37",395978827.0,"$47,559,406.32",379819833.0,"$44,700,761.15",379569195.0,"$39,277,437.49",366175833.0,"$42,479,062.12",368590908.0
Leo Pharma Inc.,"$9,454,748.99",841372.0,"$11,419,609.30",1069892.0,"$19,064,424.01",1910075.0,"$29,496,472.52",2980475.0,"$24,635,890.30",1787835.0
Leucadia/Hikma,$0.00,0.0,$0.00,0.0,"$2,793,407.32",8878.0,"$5,658,115.75",1139155.0,"$4,503,269.04",994158.0
Lexicon/Tersera,"$963,597.53",15225.0,"$1,424,434.78",19551.0,"$1,924,435.04",24906.0,"$1,339,941.30",15252.0,"$534,750.64",5838.0
Lfb S.A Dba Hem,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$8,990,146.87",45057.0,"$7,985,554.30",33417.0
Lifestar Pharma,"$107,680.44",205985.0,"$705,204.06",1488333.0,"$2,058,322.92",3626070.0,"$8,404,467.51",17489607.0,"$6,990,261.09",14457378.0
Lifestar Pharma*,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,$269.18,24.0
Lineage/Impax G,"$139,915.61",355338.0,"$55,705.44",126122.0,"$38,967.40",33461.0,"$7,437.35",11369.0,"$1,152.32",1049.0
Llorens Pharm,$167.96,2067.0,$243.48,3462.0,"$1,983.79",53359.0,"$2,232.82",90104.0,"$3,088.06",140111.0
Long Grove Phar,$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$6,231.07",379.0
"Lukare Medical,",$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$2,733.79",657.0
Lundbeck Inc.,"$670,655,918.69",36247217.0,"$346,916,916.63",11944251.0,"$307,559,491.36",7990082.0,"$306,825,716.70",7083468.0,"$301,626,779.18",5986605.0
Lupin Pharma,"$12,075,234.51",953569.0,"$3,156,448.26",104125.0,"$1,580,319.70",28505.0,"$815,642.87",13797.0,"$681,798.26",7239.0
Lupin Pharmaceu,"$343,301,447.93",1324324784.0,"$436,715,443.66",1485929533.0,"$448,863,198.35",1404647428.0,"$470,685,040.12",1441185856.0,"$514,416,284.53",1695957818.0
MJ Nutritional,"$347,613.34",6051031.0,"$764,692.42",14032574.0,"$548,807.89",3237501.0,"$614,299.76",5003516.0,"$1,263,409.67",11675630.0
Macleods Pharma,"$43,608,687.54",65531376.0,"$49,607,790.21",72544580.0,"$50,873,158.16",84581332.0,"$47,852,056.25",105955360.0,"$53,372,984.63",130137583.0
Macoven Pharmac,"$258,138.66",5353.0,"$274,507.33",6272.0,"$731,955.11",76015.0,"$1,117,528.60",126228.0,"$1,397,324.21",169539.0
"Macrogenics, In",$0.00,0.0,$0.00,0.0,$0.00,0.0,$0.00,0.0,"$1,072,784.49",5831.0
Major Pharmaceu,"$12,749,974.41",49224589.0,"$87,132,125.15",49582727.0,"$142,067,022.18",46712659.0,"$176,440,297.76",27519613.0,"$174,480,723.66",24287297.0
Mallinckrodt Br,"$177,887.30",27903.0,"$289,185.02",35413.0,"$302,999.92",36850.0,"$195,201.06",25998.0,"$174,172.99",21616.0
