Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Avg_Spnd_Per_Dsg_Unt_Wghtd_2022,Avg_Spnd_Per_Clm_2022,Outlier_Flag_2022,Chg_Avg_Spnd_Per_Dsg_Unt_21_22,CAGR_Avg_Spnd_Per_Dsg_Unt_18_22
Methylphenidate ER,Methylphenidate HCl,1,Alvogen Inc,3296922.15,1074486.0,29244.0,3.0828250805,112.73841301,0.0,6546413.13,1600328.0,47820.0,4.1488750237,136.89697051,0.0,6495166.01,1626627.0,50927.0,3.9966124105,127.53875174,0.0,1437237.83,408947.0,12949.0,3.5096999242,110.99218704,0.0,79424.59,26812.0,894,2.955288302,88.841823266,0,-0.157965534,-0.010506962
Methylphenidate ER,Methylphenidate HCl,1,Ahp,64949.51,8297.0,279.0,7.8181020092,232.79394265,0.0,72454.14,10852.0,358.0,6.6714574036,202.38586592,0.0,8813.69,1692.0,76.0,6.1286349596,115.96960526,1.0,6368.04,813.0,41.0,9.6001727309,155.31804878,1.0,18826.19,3444.0,144,7.1950820325,130.73743056,1,-0.250525773,-0.020546992
Methylphenidate ER,Methylphenidate HCl,1,Actavis/Teva,235118345.44,34874021.0,1086582.0,6.7396644541,216.38343488,0.0,117526404.75,19352293.651,604294.0,6.0715735808,194.48547354,0.0,31028463.12,7424126.587,232689.0,4.1859715535,133.34735686,0.0,4433914.36,1627533.0,51267.0,2.7209882842,86.486713871,0.0,4606879.93,2069434.0,63895,2.2235192013,72.100789264,0,-0.182826617,-0.242119641
Methylphenidate ER (La),Methylphenidate HCl,1,Sandoz,7460023.51,1845641.0,57920.0,4.0559692209,128.79874845,0.0,6680422.7,1578338.0,49933.0,4.2533838432,133.78772956,0.0,3737435.25,1097103.0,34698.0,3.4193721467,107.71327598,0.0,1524297.65,526390.0,16699.0,2.917315838,91.280774298,0.0,1613831.66,597009.0,18916,2.7073990227,85.315693593,0,-0.071955464,-0.096112451
Methylphenidate HCl,Methylphenidate HCl,1,Tris Pharma Inc,325056.86,602738.0,1650.0,0.546051384,197.00415758,0.0,1167341.74,3420925.95,9726.0,0.3428887033,120.02279868,0.0,1134240.6,4329005.5,13029.0,0.2613173518,87.055077136,0.0,1695672.16,6418347.75,19934.0,0.263724381,85.064320257,0.0,1832012.9,7500315.75,24290,0.2443612018,75.422515438,0,-0.073422029,-0.182100985
Methylphenidate HCl,Methylphenidate HCl,1,Solco Healthcar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979236.95,3015234.0,61566.0,0.3193690085,15.905482734,0.0,1954738.43,5815440.5,121946,0.3312640237,16.02954119,0,0.0372453645,0.0372453645
Methylphenidate HCl,Methylphenidate HCl,1,Rising Pharm,0.0,0.0,0.0,0.0,0.0,0.0,61180.06,18983.0,329.0,3.2092995748,185.95762918,0.0,976558.07,329800.0,6026.0,2.9326542387,162.05742947,0.0,1064018.45,387452.0,7486.0,2.7326586827,142.1344443,0.0,1590650.84,565611.0,11019,2.790921514,144.35528088,0,0.0213209325,-0.045492991
Methylphenidate HCl,Methylphenidate HCl,1,Qualitest/Par P,473595.43,869325.4,18300.0,0.5371667086,25.879531694,0.0,13963.89,28698.0,610.0,0.4823680928,22.891622951,0.0,379.35,990.0,23.0,0.3756252818,16.493478261,1.0,395.34,1095.0,14.0,0.3610410959,28.238571429,1.0,6718.51,13768.0,176,0.4828691585,38.173352273,1,0.3374354444,-0.026288959
Methylphenidate HCl,Methylphenidate HCl,1,Quagen Pharmace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2231.23,7565.0,15.0,0.2361041087,148.74866667,1.0,111478.0,438547.5,1230.0,0.2536458824,90.632520325,0.0,600011.12,2211419.35,7159,0.2717596029,83.812141361,0,0.0714134223,0.0728541296
Methylphenidate HCl,Methylphenidate HCl,1,Northstar Rx Ll,67196.35,140414.0,2542.0,0.4690336798,26.434441385,0.0,2654126.89,6715835.5,132455.0,0.3891337952,20.037951682,0.0,2420584.1,7191178.99,142097.0,0.3319163218,17.034730501,0.0,2433992.25,7543410.5,149616.0,0.3185293163,16.26826175,0.0,2092626.35,6673196.0,132662,0.3094467388,15.774120321,0,-0.028514102,-0.0987496
Methylphenidate HCl,Methylphenidate HCl,1,Mallinckrodt Ph,9263165.0,18162850.55,246584.0,0.4801693291,37.565961295,0.0,7661063.05,19434620.92,348935.0,0.3853725979,21.955559202,0.0,7526149.15,21056789.592,407628.0,0.3518791464,18.46327816,0.0,6450446.6,18097242.354,349794.0,0.3525663101,18.440701098,0.0,4439858.06,13102123.112,252212,0.3354158918,17.603674924,0,-0.048644518,-0.085787185
Methylphenidate HCl,Methylphenidate HCl,1,"KVK-Tech, Inc.",8948729.69,20449826.5,359686.0,0.4287724546,24.879282735,0.0,8950668.0,22908471.0,398153.0,0.3916665276,22.480473587,0.0,7444763.46,22542862.5,392191.0,0.3383486803,18.982494397,0.0,4689669.64,14388107.8,258140.0,0.3320013624,18.167155962,0.0,3165010.17,9697538.5,194506,0.3242131938,16.272043896,0,-0.023458243,-0.067495467
Methylphenidate HCl,Methylphenidate HCl,1,Gavis/Lupin,4411657.14,1612963.0,28680.0,2.7641091004,153.82347071,0.0,3849173.74,1385372.0,26259.0,2.7453189123,146.5849324,0.0,1627737.34,643000.0,12506.0,2.4902698433,130.15651207,0.0,362585.4,154294.0,3307.0,2.3500517004,109.64179014,0.0,26810.01,13965.0,293,1.8425620538,91.501740614,1,-0.21594829,-0.096419738
Methylphenidate HCl,Methylphenidate HCl,1,Eywa Pharma Inc,0.0,0.0,0.0,0.0,0.0,0.0,77181.38,418687.5,1225.0,0.183311833,63.005208163,0.0,255593.9,1488586.0,4366.0,0.1714655905,58.541891892,0.0,542018.85,3364321.5,10109.0,0.1614499234,53.617454743,0.0,620194.64,3855977.5,12631,0.1604727758,49.100992796,0,-0.006052326,-0.04338551
Methylphenidate HCl,Methylphenidate HCl,1,Corepharma LLC,1714279.89,3298855.5,66087.0,0.5104363953,25.939744428,0.0,59412.61,132293.0,2860.0,0.4439057299,20.77363986,0.0,3896.9,8285.0,182.0,0.4609803251,21.411538462,1.0,3415.39,11679.0,221.0,0.2931192329,15.454253394,1.0,549.88,1470.0,26,0.4127529915,21.149230769,1,0.4081402556,-0.051718781
Methylphenidate HCl,Methylphenidate HCl,1,Caraco/Sun Phar,6553864.95,14293249.0,289162.0,0.4507008827,22.665028427,0.0,1816444.93,4436295.5,92951.0,0.4026279914,19.541962217,0.0,53191.67,183687.0,4003.0,0.2848074143,13.287951536,0.0,958323.84,2942781.0,57704.0,0.3198219218,16.607580757,0.0,954924.28,2919318.5,58568,0.3234748068,16.30453968,0,0.0114216216,-0.079575833
Methylphenidate HCl,Methylphenidate HCl,1,Camber Pharmace,6397327.19,13162577.78,261526.0,0.4756312316,24.461534188,0.0,6191043.83,12782458.0,258450.0,0.4683945108,23.954512788,0.0,5726661.78,12029150.5,242987.0,0.4564490286,23.56777021,0.0,7378044.32,14214725.0,287745.0,0.5009566371,25.640912336,0.0,6854237.91,12718441.0,260757,0.5162289204,26.28592103,0,0.030486238,0.0206879596
Methylphenidate HCl,Methylphenidate HCl,1,Breckenridge,2195430.71,4231881.0,13046.0,0.5186065426,168.28381956,0.0,1580921.72,4112095.5,12447.0,0.3843943438,127.01226962,0.0,1038413.71,3638411.0,11128.0,0.2844950378,93.3153945,0.0,1265269.28,4447271.5,14214.0,0.2847601128,89.015708456,0.0,1011550.71,3510238.5,11757,0.2883648101,86.038165348,0,0.0126587156,-0.136472709
Methylphenidate HCl,Methylphenidate HCl,1,Avpak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.9,956.0,19,0.3513088904,16.626315789,1,0.0,0.0
Methylphenidate HCl,Methylphenidate HCl,1,Ascend Laborato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51939.7,191754.0,3747.0,0.266034854,13.861676007,0.0,637128.86,1993502.5,40613,0.3150973309,15.687805875,0,0.1844212371,0.1844212371
Methylphenidate HCl,Methylphenidate HCl,1,Amneal Pharmace,113572.21,264748.0,5245.0,0.423735378,21.653424214,0.0,1218702.76,3358316.5,66684.0,0.3579096797,18.275789695,0.0,714749.06,2090805.0,41026.0,0.3371926369,17.421855896,0.0,730528.61,2119302.0,41344.0,0.3404681701,17.669519398,0.0,745905.09,2136844.5,43100,0.3459655914,17.306382599,0,0.016146653,-0.049429033
Methylphenidate HCl,Methylphenidate HCl,1,Ahp,905.77,719.0,43.0,1.2361607379,21.064418605,1.0,6711.27,3646.5,118.0,1.8427013447,56.875169492,1.0,30134.36,1477.0,75.0,22.827607789,401.79146667,1.0,15481.71,1946.0,109.0,12.755417942,142.0340367,1.0,62850.24,8771.5,264,8.1162043978,238.06909091,1,-0.363705334,0.6007352456
Methylphenidate HCl,Methylphenidate HCl,1,Actavis/Teva,2866604.87,5554861.0,110089.0,0.5074023255,26.038976374,0.0,442071.75,1054682.5,21948.0,0.4163121524,20.141778294,0.0,18757.68,54259.0,1242.0,0.3437799942,15.102801932,0.0,179139.82,530999.0,10751.0,0.3339077877,16.662619291,0.0,163.19,501.0,11,0.2987768012,14.835454545,1,-0.105211642,-0.124011096
Methylphenidate HCl,Methylphenidate HCl,1,Accord Healthca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1184582.09,3680782.5,71270.0,0.3190842946,16.621047987,0.0,2448942.48,7774889.5,155853,0.3110774424,15.713155858,0,-0.025093219,-0.025093219
Methylphenidate HCl CD,Methylphenidate HCl,1,Teva USA,16840287.53,4782507.0,156134.0,3.5268679563,107.85791391,0.0,2695083.04,731777.0,24588.0,3.682206933,109.60968928,0.0,444272.48,143637.0,4745.0,3.0976550307,93.629605901,0.0,3378146.6,1326588.0,43402.0,2.5507223493,77.833892447,0.0,2819511.35,1211970.0,40024,2.326327805,70.44551644,0,-0.08797294,-0.098801567
Methylphenidate HCl CD,Methylphenidate HCl,1,Lannett Co. Inc,0.0,0.0,0.0,0.0,0.0,0.0,16063823.9,5057938.0,164440.0,3.1810385631,97.688055826,0.0,20295948.77,6719288.0,219348.0,3.0243473119,92.528533518,0.0,16299396.6,6168287.0,202466.0,2.6446595311,80.50436419,0.0,11006025.01,4585765.0,150988,2.4018708336,72.893375699,0,-0.091803385,-0.089401554
Methylphenidate HCl ER (Cd),Methylphenidate HCl,1,Mallinckrodt Ph,13108743.54,3857247.0,121405.0,3.4149336817,107.97531848,0.0,14162516.96,4449945.0,141329.0,3.1965560733,100.20956039,0.0,11519957.93,3963856.0,124845.0,2.9230810894,92.274083303,0.0,8005260.47,3108467.0,96855.0,2.5923095635,82.652010428,0.0,9211714.24,4098017.0,129861,2.2586751502,70.935186392,0,-0.12870161,-0.098184127
Methylphenidate HCl ER (Cd),Methylphenidate HCl,1,Amneal Pharmace,3141860.69,911384.0,29614.0,3.4550001238,106.09376275,0.0,6967674.2,2109146.0,68823.0,3.3103918252,101.24048937,0.0,3421491.18,1193074.0,39070.0,2.8714348586,87.573360123,0.0,4444738.68,1796937.0,58910.0,2.4755548793,75.44964658,0.0,5142455.15,2296406.0,75403,2.2416698916,68.199609432,0,-0.094477804,-0.102507356
Methylphenidate La,Methylphenidate HCl,1,Teva USA,2163293.52,565748.0,17259.0,3.8214945219,125.34292369,0.0,4938154.74,1341516.0,41715.0,3.6808501445,118.37839482,0.0,366946.13,115798.0,3788.0,3.1685617974,96.870678458,0.0,20040.58,9144.0,301.0,2.1955687744,66.58,0.0,7466.52,3358.0,109,2.2272271155,68.500183486,1,0.0144191981,-0.126258797
Methylphenidate La,Methylphenidate HCl,1,Mayne Pharma In,8475846.79,1992267.111,62500.0,4.2655887591,135.61354864,0.0,7089721.11,1552320.0,49356.0,4.5834119611,143.64456419,0.0,2972030.08,875959.0,27633.0,3.4160566859,107.55365252,0.0,4452454.21,1601877.0,50983.0,2.7922488675,87.332134437,0.0,4862876.7,1770111.0,56814,2.7535233376,85.59292956,0,-0.013868939,-0.103650368
Methylphenidate La,Methylphenidate HCl,1,Granules Pharma,0.0,0.0,0.0,0.0,0.0,0.0,660249.42,170761.0,5285.0,3.8956868697,124.92893472,0.0,7594678.16,2303776.5,71915.0,3.3059764567,105.60631523,0.0,8205759.9,2628008.0,83266.0,3.1313539642,98.548746187,0.0,7854095.05,2845189.0,90563,2.7703264501,86.725208418,0,-0.11529438,-0.107416264
Methylphenidate La,Methylphenidate HCl,1,Actavis/Mayne P,14823.32,4079.0,133.0,3.6247172095,111.45353383,0.0,2099.58,487.0,17.0,4.3213298731,123.50470588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1602.39,570.0,17,2.8487348273,94.258235294,1,0.0,-0.058447645
Methylprednisolone,Methylprednisolone,1,Zydus Pharmaceu,1232170.8,2137492.5,100166.0,0.5760766155,12.301287862,0.0,1483403.88,2667199.75,122720.0,0.5588943773,12.087710887,0.0,922359.74,1727231.25,76692.0,0.5565193918,12.026805143,0.0,1836454.23,3446954.57,159224.0,0.5513789638,11.53377776,0.0,1631440.77,3307111.25,152956,0.5080311214,10.666078938,0,-0.078617149,-0.030935871
Methylprednisolone,Methylprednisolone,1,Sandoz,4571146.36,7812179.512,364594.0,0.5833264029,12.537634629,0.0,3086836.19,5769470.761,269329.0,0.5341429574,11.461209859,0.0,789345.87,1704124.5,80084.0,0.4630732356,9.8564740772,0.0,282117.56,623512.063,29074.0,0.4518201403,9.7034312444,0.0,159805.66,346124.0,15903,0.4602860871,10.048774445,0,0.0187374267,-0.057505003
Methylprednisolone,Methylprednisolone,1,Par Pharm.,3410370.86,6051842.5,281297.0,0.5636965523,12.123737047,0.0,2806042.99,5658198.0,263358.0,0.4933848825,10.654861405,0.0,3085679.82,7364603.0,340021.0,0.4175833742,9.0749683696,0.0,3956492.94,9565709.168,443462.0,0.4122122791,8.921830822,0.0,4251489.76,10405343.021,485209,0.4073453421,8.7621823997,0,-0.011806871,-0.078003348
Methylprednisolone,Methylprednisolone,1,"Oakrum Pharma,",0.0,0.0,0.0,0.0,0.0,0.0,149.52,357.0,17.0,0.4188235294,8.7952941176,1.0,592800.48,1436294.0,67774.0,0.412656486,8.7467241125,0.0,1642192.36,3836397.462,179886.0,0.4279778413,9.1290726349,0.0,1181722.12,2730874.0,127456,0.4319812404,9.2716083982,0,0.0093542204,0.0103641738
Methylprednisolone,Methylprednisolone,1,Major Pharmaceu,286.99,218.0,28.0,1.3164678899,10.249642857,1.0,1473.39,107.0,13.0,13.77,113.33769231,1.0,40704.68,1072.0,98.0,37.970783582,415.35387755,1.0,1949.85,2575.0,185.0,0.757223301,10.53972973,0.0,30691.94,1970.5,231,15.575711748,132.86554113,1,19.569509322,0.8546390838
Methylprednisolone,Methylprednisolone,1,Jubilant Cadist,10311989.86,17097127.511,799052.0,0.6057115855,12.905280082,0.0,9739117.47,17559355.292,819951.0,0.5553523764,11.877682288,0.0,7773310.67,14860681.834,690692.0,0.5255635604,11.254380636,0.0,5539950.85,11066354.942,512087.0,0.5056795076,10.818378225,0.0,5583120.43,12083355.396,561435,0.4688488022,9.9443754486,0,-0.072834087,-0.062023986
Methylprednisolone,Methylprednisolone,1,Ingenus Pharmac,0.0,0.0,0.0,0.0,0.0,0.0,305487.83,598416.0,28463.0,0.5104940841,10.732805045,0.0,656.35,1470.0,70.0,0.4464965986,9.3764285714,1.0,845.59,2129.0,102.0,0.398567082,8.2900980392,1.0,393.44,1134.0,54,0.3469488536,7.2859259259,1,-0.129509512,-0.120792101
Methylprednisolone,Methylprednisolone,1,Greenstone LLC.,1716224.1,2619907.125,123026.0,0.6768008348,13.950092663,0.0,2295003.34,4294830.5,203742.0,0.543751275,11.264262351,0.0,2303467.81,4755261.75,224651.0,0.4924300132,10.25353909,0.0,2450974.44,5112562.817,242261.0,0.4923247272,10.117082155,0.0,1651581.03,3533249.0,167244,0.48002884,9.8752782163,0,-0.024975157,-0.082298142
Methylprednisolone,Methylprednisolone,1,Epic Pharma LLC,0.0,0.0,0.0,0.0,0.0,0.0,15495.57,19309.0,575.0,0.769122707,26.948817391,0.0,389827.85,791626.0,36439.0,0.4927317017,10.698094075,0.0,3899627.6,8038310.13,381289.0,0.485113817,10.227485188,0.0,6549753.1,13859966.021,657729,0.4726068814,9.958133365,0,-0.025781446,-0.149838431
Methylprednisolone,Methylprednisolone,1,Bluepoint Labor,689289.49,1096024.0,51932.0,0.6288999967,13.272924016,0.0,530344.85,946199.0,44859.0,0.5605003282,11.822484897,0.0,515927.55,1053537.021,49935.0,0.4897099387,10.331982577,0.0,615458.43,1385710.647,65754.0,0.444146425,9.3600150561,0.0,664048.93,1561625.021,74275,0.425229438,8.9404096937,0,-0.042591781,-0.093202253
Methylprednisolone,Methylprednisolone,1,Ahp,3582.48,758.0,192.0,4.7262269129,18.65875,1.0,21125.9,1245.0,241.0,16.968594378,87.6593361,1.0,21539.32,922.0,195.0,23.361518438,110.45805128,1.0,20530.18,1218.0,307.0,16.855648604,66.873550489,1.0,41414.38,858.0,246,48.268508159,168.35113821,1,1.8636399163,0.7876698962
Methylprednisolone,Methylprednisolone,1,Actavis/Teva,220767.53,377297.75,17084.0,0.5812968473,12.922473074,0.0,215621.12,400278.0,18779.0,0.5378893469,11.482034187,0.0,180958.49,385017.0,18100.0,0.469868658,9.9977066298,0.0,98384.1,222636.0,10508.0,0.4419257131,9.3627807385,0.0,449.57,840.0,40,0.535202381,11.23925,1,0.2110686596,-0.020442312
Methylprednisolone Acetate,Methylprednisolone Acetate,1,Teva Parenteral,3290961.08,135069.768,98725.0,25.308769087,33.334627298,1.0,3569865.17,222847.113,176570.0,16.513198552,20.217846576,1.0,2716849.81,243308.937,185061.0,11.465362568,14.680833941,1.0,3324772.69,319380.194,225652.0,10.885227879,14.734071446,1.0,1742782.56,150040.444,99555,12.083372494,17.505726081,1,0.1100706966,-0.168754542
Methylprednisolone Acetate,Methylprednisolone Acetate,1,Sandoz,39320.34,3956.25,2475.0,9.9379397828,15.887006061,1.0,17798.09,2796.0,1783.0,6.5650010229,9.9821031969,0.0,12210.52,1982.0,1018.0,6.4530015476,11.994616896,0.0,11340.38,1943.0,964.0,5.9840032373,11.763879668,1.0,3019.31,503.0,229,6.0901421791,13.184759825,1,0.017737113,-0.115225153
Methylprednisolone Acetate,Methylprednisolone Acetate,1,Sagent Pharmace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108211.87,10265.17,6277,11.247135181,17.239424884,1,0.0,0.0
Methylprednisolone Acetate,Methylprednisolone Acetate,1,Par Pharm.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6190.16,173.5,191,35.67815562,32.40921466,1,0.0,0.0
Methylprednisolone Acetate,Methylprednisolone Acetate,1,Northstar Rx Ll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38778.04,4646.5,3328.0,8.3023515226,11.652055288,1.0,388788.4,28725.78,20344,13.869768135,19.11071569,1,0.6705830989,0.6705830989
Methylprednisolone Acetate,Methylprednisolone Acetate,1,Amneal/Premier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28333.14,1525.11,1268,18.39180946,22.344747634,1,0.0,0.0
Methylprednisolone Acetate,Methylprednisolone Acetate,1,Amneal Bioscien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40687.99,623.5,472.0,61.831269407,86.203368644,1.0,311744.14,17609.31,11448.0,17.351508337,27.231319008,1.0,1951852.45,107849.716,83613,18.213971757,23.343887314,1,0.049705386,-0.45725198
Methylprednisolone Acetate,Methylprednisolone Acetate,1,Amneal Bio-Nova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74190.63,4298.64,3951,17.259093574,18.777684131,1,0.0,0.0
Methylprednisolone Sodium Succ*,Methylprednisolone Sod Succ,1,West-Ward/Hikma,0.0,0.0,0.0,0.0,0.0,0.0,1112.71,19.0,12.0,55.6355,92.725833333,1.0,52208.73,3121.81,608.0,16.736444235,85.869621711,1.0,69418.36,5034.375,809.0,14.116086102,85.807614339,1.0,129875.25,1459.401,750,80.42388927,173.167,1,4.6973220969,0.1306921023
Methylprednisolone Sodium Succ*,Methylprednisolone Sod Succ,1,Sagent Pharmace*,181997.42,1841.8,1361.0,108.21733268,133.72330639,1.0,60451.82,1575.25,1296.0,40.250408928,46.64492284,1.0,91601.02,1019.06,854.0,95.138278813,107.26114754,1.0,31445.01,967.125,709.0,37.069992835,44.351212976,1.0,29263.48,759.25,648,38.563951984,45.159691358,1,0.0403010369,-0.227370694
Methylprednisolone Sodium Succ*,Methylprednisolone Sod Succ,1,Fresenius Kabi,694940.05,18703.045,6235.0,37.156519166,111.45790698,1.0,261884.71,12144.842,6642.0,21.563451381,39.428592291,1.0,370965.89,11178.06,5523.0,33.186965359,67.167461525,1.0,676834.45,14290.62,7646.0,47.362147339,88.521377191,1.0,494481.69,13803.802,7595,35.822137263,65.106213298,1,-0.243654706,-0.009101621
Methylprednisolone Sodium Succ*,Methylprednisolone Sod Succ,1,Dr.Reddy'S Lab*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15606.75,1507.986,1001,11.558961681,15.591158841,0,0.0,0.0
Methylprednisolone Sodium Succ*,Methylprednisolone Sod Succ,1,App/Fresenius K*,2255898.78,37888.814,29041.0,59.094598747,77.679789952,1.0,1778982.98,42025.511,29797.0,40.404928312,59.703425848,1.0,1896706.44,36974.502,26499.0,51.453680643,71.576528926,1.0,2165686.57,52079.831,32989.0,41.700886721,65.648748674,1.0,1381944.59,40322.482,31209,34.265959423,44.280322663,1,-0.178291827,-0.127372737
Methylprednisolone Sodium Succ*,Methylprednisolone Sod Succ,1,Amneal Bioscien,23478.88,2171.06,1012.0,12.399723778,23.200474308,1.0,9494.72,1399.445,948.0,7.0074452952,10.015527426,1.0,5603.5,2094.89,827.0,3.106298702,6.7756952842,0.0,5247.44,1182.5,750.0,4.406256066,6.9965866667,1.0,19456.31,1068.25,818,18.808290285,23.785220049,1,3.2685422733,0.1097734409
Methyltestosterone,Methyltestosterone,1,Amneal Pharmace,216505.96,3252.0,56.0,66.576248462,3866.1778571,1.0,216122.48,3516.0,69.0,61.468282139,3132.2098551,1.0,83487.38,1450.0,39.0,57.577503448,2140.7020513,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49318.58,910.0,22,54.196241758,2241.7536364,1,0.0,-0.050133737
Metoclopramide HCl ODT,Metoclopramide HCl,1,Lupin Pharmaceu,160599.75,22249.0,422.0,7.2176224851,380.56812796,0.0,210794.47,29281.0,536.0,7.203099987,393.27326493,0.0,143198.23,19980.0,423.0,7.1726054991,338.53009456,0.0,195021.55,27896.0,564.0,6.988204106,345.78289007,0.0,112026.44,15662.0,361,7.164365171,310.32254848,0,0.0252083457,-0.001849824
Metoclopramide HCl*,Metoclopramide HCl,1,"West-Ward, Inc.",5682.47,95.0,48.0,59.815473684,118.38479167,1.0,21223.49,104.0,27.0,204.07201923,786.05518519,1.0,25480.9,103.0,13.0,247.38737864,1960.0692308,1.0,1.2,388.0,179.0,0.0030927835,0.0067039106,1.0,0.0,442.0,209,0.0,0.0,1,-1.0,0.0
Metoclopramide HCl*,Metoclopramide HCl,1,Vistapharm/Pai,1087.61,5980.39,93.0,0.1818627213,11.694731183,1.0,9570.0,14126.6,96.0,0.6774453867,99.6875,0.0,5695.65,23660.0,110.0,0.2407290786,51.778636364,0.0,5075.25,21379.0,131.0,0.2373941719,38.742366412,1.0,7584.09,29289.02,119,0.2589396982,63.731848739,0,0.090758447,0.0923548418
Metoclopramide HCl*,Metoclopramide HCl,1,Teva USA,2654367.8,26344966.501,439103.0,0.1006981307,6.0449776021,0.0,2818870.77,27355264.629,460554.0,0.1029733239,6.1206085931,0.0,3031869.21,29734535.54,491879.0,0.1019764423,6.1638516993,0.0,3398139.28,33434396.452,567364.0,0.1019161741,5.9893459578,0.0,4529294.44,36258178.794,632184,0.1256163447,7.1645192539,0,0.2325457247,0.0568325619
Metoclopramide HCl*,Metoclopramide HCl,1,Teva Parenteral,7239772.78,199011.2,77118.0,36.378720293,93.879156358,1.0,3965257.12,135833.01,58773.0,29.192146445,67.467325473,1.0,2367747.24,112536.596,38743.0,21.039797934,61.114194564,1.0,2139272.12,199234.9,33009.0,10.737436664,64.808752764,1.0,841470.12,29723.01,13365,28.310393867,62.960727273,1,1.6366063664,-0.060764231
Metoclopramide HCl*,Metoclopramide HCl,1,Ranbaxy Pharmac,208.07,6213.0,90.0,0.0333735792,2.3118888889,1.0,226.38,5272.0,92.0,0.0422552301,2.4606521739,1.0,94.42,1272.0,22.0,0.0761957645,4.2918181818,1.0,225.53,2350.0,38.0,0.0961137231,5.935,1.0,22.1,552.0,16,0.0316409091,1.38125,1,-0.670797176,-0.013239987
Metoclopramide HCl*,Metoclopramide HCl,1,Teva/Novaplus,203885.77,14692.69,6921.0,13.876680853,29.459004479,1.0,123429.34,15284.0,6291.0,8.075722324,19.619987283,1.0,63598.89,5155.0,2071.0,12.337321048,30.709266055,1.0,40210.69,2028.0,948.0,19.82775641,42.416339662,1.0,28680.06,145.0,70,197.79351724,409.71514286,1,8.9755874113,0.9430394277
Metoclopramide HCl*,Metoclopramide HCl,1,Pharm Assoc Inc,681456.15,13536437.705,40381.0,0.0621193745,16.875663059,0.0,497126.54,8172645.464,24001.0,0.1134879446,20.712742802,0.0,338476.77,6474115.358,16755.0,0.0570127214,20.201538048,0.0,402670.34,5854470.026,15129.0,0.1303342121,26.615793509,0.0,293175.16,5359496.475,13322,0.085244567,22.006842816,0,-0.345954023,0.0823305294
