Brnd_Name,Gnrc_Name
Humalog Mix 50-50,Insulin Lispro Protamin/Lispro
Humalog Mix 50-50 Kwikpen,Insulin Lispro Protamin/Lispro
Humalog Mix 75-25,Insulin Lispro Protamin/Lispro
Humalog Mix 75-25 Kwikpen,Insulin Lispro Protamin/Lispro
Humatin,Paromomycin Sulfate
Humatrope,Somatropin
Humira,Adalimumab
Humira Pen,Adalimumab
Humira Pen Crohn'S-Uc-Hs,Adalimumab
Humira Pen Psor-Uveits-Adol Hs,Adalimumab
Humira(Cf),Adalimumab
Humira(Cf) Pediatric Crohn'S,Adalimumab
Humira(Cf) Pen,Adalimumab
Humira(Cf) Pen Crohn'S-Uc-Hs,Adalimumab
Humira(Cf) Pen Psor-Uv-Adol Hs,Adalimumab
Humulin 70-30,Insulin NPh Hum/Reg Insulin Hm
Humulin 70/30 Kwikpen,Insulin NPh Hum/Reg Insulin Hm
Humulin N,Insulin NPh Human Isophane
Humulin N Kwikpen,Insulin NPh Human Isophane
Humulin R,"Insulin Regular, Human"
Humulin R U-500,"Insulin Regular, Human"
Humulin R U-500 Kwikpen,"Insulin Regular, Human"
Hycodan,Hydrocodone Bit/Homatrop Me-Br
Hydralazine HCl*,Hydralazine HCl
Hydrea,Hydroxyurea
Hydrochlorothiazide,Hydrochlorothiazide
Hydrocodone Bitartrate ER,Hydrocodone Bitartrate
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen
Hydrocodone-Chlorpheniramne ER,Hydrocodone/Chlorphen P-Stirex
Hydrocodone-Homatropine Mbr,Hydrocodone Bit/Homatrop Me-Br
Hydrocodone-Ibuprofen,Hydrocodone/Ibuprofen
Hydrocortisone Butyrate,Hydrocortisone Butyrate
Hydrocortisone Valerate,Hydrocortisone Valerate
Hydrocortisone*,Hydrocortisone
Hydrocortisone-Acetic Acid,Hydrocortisone/Acetic Acid
Hydrocortisone-Pramoxine,Hydrocortisone/Pramoxine
Hydromet,Hydrocodone Bit/Homatrop Me-Br
Hydromorphone ER,Hydromorphone HCl
Hydromorphone HCl,Hydromorphone HCl/PF
Hydromorphone HCl*,Hydromorphone HCl
Hydroxychloroquine Sulfate,Hydroxychloroquine Sulfate
Hydroxyprogesterone Caproate,Hydroxyprogesterone Caproat/PF
Hydroxyurea,Hydroxyurea
Hydroxyzine HCl*,Hydroxyzine HCl
Hydroxyzine Pamoate,Hydroxyzine Pamoate
Hyftor,Sirolimus
Hyoscyamine Sulfate ER,Hyoscyamine Sulfate
Hyoscyamine Sulfate*,Hyoscyamine Sulfate
Hyqvia,"IgG/Hyaluronidase,Recombinant"
Hysingla ER,Hydrocodone Bitartrate
Hyzaar,Losartan/Hydrochlorothiazide
IV Prep Wipes,Alcohol Antiseptic Pads
IVermectin*,IVermectin
Ibandronate Sodium*,Ibandronate Sodium
Ibrance,Palbociclib
Ibsrela,Tenapanor HCl
Ibu,Ibuprofen
Ibuprofen,Ibuprofen
Ibuprofen-Famotidine,Ibuprofen/FAmotidine
Icatibant,Icatibant Acetate
Iclusig,Ponatinib HCl
Icosapent Ethyl,Icosapent Ethyl
Idhifa,Enasidenib Mesylate
Ilaris,Canakinumab/PF
Ilevro,Nepafenac
Ilumya,Tildrakizumab-Asmn
Imatinib Mesylate,Imatinib Mesylate
Imbruvica,Ibrutinib
Imfinzi,Durvalumab
Imipenem-Cilastatin Sodium,Imipenem/Cilastatin Sodium
Imipramine HCl,Imipramine HCl
Imipramine Pamoate,Imipramine Pamoate
Imiquimod,Imiquimod
Imitrex,Sumatriptan
Imitrex*,Sumatriptan Succinate
Imovax Rabies Vaccine,"Rabies Vacc, Human Diploid/PF"
Impavido,Miltefosine
Imuran,Azathioprine
Imvexxy,Estradiol
Inbrija,Levodopa
Incassia,Norethindrone
Incontrol Pen Needle,"Pen Needle, Diabetic"
Incruse Ellipta,Umeclidinium Bromide
Indapamide,Indapamide
Inderal La,Propranolol HCl
Inderal XL,Propranolol HCl
Indocin*,Indomethacin
Indomethacin,Indomethacin
Indomethacin ER,Indomethacin
Infanrix DTaP,"Diph,Pertuss(Acell),Tet Ped/PF"
Inflectra,Infliximab-Dyyb
Infliximab,Infliximab
Infugem,Gemcitabine HCl In 0.9 % NaCl
Ingrezza,Valbenazine Tosylate
Ingrezza Initiation Pack,Valbenazine Tosylate
Inlyta,Axitinib
Innopran XL,Propranolol HCl
Inpen (For Humalog),"Insulin Pen,Reusable,Bt Lispro"
Inpen (For Novolog Or Fiasp),"Insulin Pen,Reusable,Bt,Aspart"
Inqovi,Decitabine/Cedazuridine
Inrebic,Fedratinib Dihydrochloride
Inspra,Eplerenone
Insulin Aspart,Insulin Aspart
Insulin Aspart Flexpen,Insulin Aspart
Insulin Aspart Penfill,Insulin Aspart
Insulin Aspart Prot Mix 70-30,Insulin Aspart Prot/Insuln Asp
Insulin Degludec,Insulin Degludec
Insulin Degludec Pen (U-100),Insulin Degludec
Insulin Degludec Pen (U-200),Insulin Degludec
Insulin Glargine,"Insulin Glargine,Hum.Rec.Anlog"
Insulin Glargine Solostar,"Insulin Glargine,Hum.Rec.Anlog"
Insulin Glargine-Yfgn,Insulin Glargine-Yfgn
Insulin Lispro,Insulin Lispro
Insulin Lispro Junior Kwikpen,Insulin Lispro
Insulin Lispro Kwikpen U-100,Insulin Lispro
Insulin Lispro Protamine Mix,Insulin Lispro Protamin/Lispro
Insulin Pen Needle,"Pen Needle, Diabetic"
Insulin Syringe,"Syrge-Ndl,Ins 0.3 Ml Half Mark"
Insulin Syringe U-500,"Syringe,Insul U-500,Ndl,0.5ml"
Insumed,"Syring-Needl,Disp,Insul,0.3 Ml"
Insupen,"Pen Needle, Diabetic"
Integra F,"Iron Fum,Ps/Folic Acid/Vitc/B3"
Integra Plus,"Iron Fum,Ps/Folic/Bcomp,C No.9"
Intelence,Etravirine
Intralipid,Fat Emulsions
Intrarosa,Prasterone (Dhea)
Intron A,"Interferon Alfa-2b,Recomb."
Intuniv,Guanfacine HCl
Invanz*,Ertapenem Sodium
Invega,Paliperidone
Invega Hafyera,Paliperidone Palmitate
Invega Sustenna,Paliperidone Palmitate
Invega Trinza,Paliperidone Palmitate
Inveltys,Loteprednol Etabonate
Invirase,Saquinavir Mesylate
Invokamet,Canagliflozin/Metformin HCl
Invokamet XR,Canagliflozin/Metformin HCl
Invokana,Canagliflozin
Iopidine,Apraclonidine HCl
Ipol,"Poliomyelitis Vaccine, Killed"
Ipratropium Bromide*,Ipratropium Bromide
Ipratropium-Albuterol,Ipratropium/Albuterol Sulfate
Irbesartan,Irbesartan
Irbesartan-Hydrochlorothiazide,Irbesartan/Hydrochlorothiazide
Iressa,Gefitinib
Irinotecan HCl,Irinotecan HCl
Isentress,Raltegravir Potassium
Isentress Hd,Raltegravir Potassium
Isibloom,Desogestrel-Ethinyl Estradiol
Isoniazid,Isoniazid
Isopto Atropine,Atropine Sulfate
Isopto Carpine,Pilocarpine HCl
Isordil,Isosorbide Dinitrate
Isosorbide Dinit-Hydralazine,Isosorbide Dinit/Hydralazine
Isosorbide Dinitrate,Isosorbide Dinitrate
Isosorbide Mononitrate,Isosorbide Mononitrate
Isosorbide Mononitrate ER,Isosorbide Mononitrate
Isotretinoin,Isotretinoin
Isradipine,Isradipine
Istalol,Timolol Maleate
Istodax,Romidepsin
Isturisa,Osilodrostat Phosphate
Itraconazole,Itraconazole
Ixiaro,Japanese Encephalitis Vacc/PF
Jadenu,Deferasirox
Jadenu Sprinkle,Deferasirox
Jaimiess,L-Norgest/E.Estradiol-E.Estrad
Jakafi,Ruxolitinib Phosphate
Jalyn,Dutasteride/Tamsulosin HCl
Jantoven,Warfarin Sodium
Janumet,Sitagliptin Phos/Metformin HCl
Janumet XR,Sitagliptin Phos/Metformin HCl
Januvia,Sitagliptin Phosphate
Jardiance,Empagliflozin
Jasmiel,Ethinyl Estradiol/Drospirenone
Jatenzo,Testosterone Undecanoate
Jemperli,Dostarlimab-Gxly
Jencycla,Norethindrone
Jentadueto,Linagliptin/Metformin HCl
Jentadueto XR,Linagliptin/Metformin HCl
Jevtana,Cabazitaxel
Jinteli,Norethindrone Ac-Eth Estradiol
Jolessa,Levonorgestrel/Ethin.Estradiol
Jornay PM,Methylphenidate HCl
Jublia,Efinaconazole
Juleber,Desogestrel-Ethinyl Estradiol
Juluca,Dolutegravir/Rilpivirine
Junel,Norethindrone Ac-Eth Estradiol
Junel Fe,Norethindrone-E.Estradiol-Iron
Junel Fe 24,Norethindrone-E.Estradiol-Iron
Juxtapid,Lomitapide Mesylate
Jynarque,Tolvaptan
K-Phos No.2,"Sod Phos,M-B/K Phos,Monob"
K-Phos Original,"Potassium Phosphate,Monobasic"
K-Tab ER,Potassium Chloride
Kadcyla,Ado-Trastuzumab Emtansine
Kaitlib Fe,Noreth-Ethinyl Estradiol/Iron
Kalbitor,Ecallantide
Kaletra,Lopinavir/Ritonavir
Kalydeco,IVacaftor
Kanjinti,Trastuzumab-Anns
Kapspargo Sprinkle,Metoprolol Succinate
Kapvay,Clonidine HCl
Kariva,Desog-E.Estradiol/E.Estradiol
Katerzia,Amlodipine Benzoate
Kazano,Alogliptin Benz/Metformin HCl
Kelnor 1-35,Ethynodiol D-Ethinyl Estradiol
Kelnor 1-50,Ethynodiol D-Ethinyl Estradiol
Kenalog-10,Triamcinolone Acetonide
Kenalog-40,Triamcinolone Acetonide
Kenalog-80,Triamcinolone Acetonide
Keppra XR,Levetiracetam
Keppra*,Levetiracetam
Kerendia,Finerenone
Kerydin,Tavaborole
Kesimpta Pen,Ofatumumab
Ketoconazole*,Ketoconazole
Ketodan,Ketoconazole
Ketoprofen,Ketoprofen
Ketorolac Tromethamine*,Ketorolac Tromethamine
Keveyis,Dichlorphenamide
Kevzara,Sarilumab
Keytruda,Pembrolizumab
Kimyrsa,Oritavancin Diphosphate
Kineret,Anakinra
Kinrix,"Diph,Pertus(Acel),Tet,Polio/PF"
Kisqali,Ribociclib Succinate
Kisqali Femara Co-Pack,Ribociclib Succinate/Letrozole
Klisyri,Tirbanibulin
Klonopin,Clonazepam
Klor-Con,Potassium Chloride
Klor-Con 10,Potassium Chloride
Klor-Con 8,Potassium Chloride
Klor-Con M10,Potassium Chloride
Klor-Con M15,Potassium Chloride
Klor-Con M20,Potassium Chloride
Klor-Con-Ef,Potassium Bicarbonate/Cit Ac
Kloxxado,Naloxone HCl
Kombiglyze XR,Saxagliptin HCl/Metformin HCl
Korlym,Mifepristone
Koselugo,Selumetinib/Vitamin E Tpgs
Krintafel,Tafenoquine Succinate
Kristalose,Lactulose
Krystexxa,PEGloticase
Kurvelo,Levonorgestrel/Ethin.Estradiol
Kuvan,Sapropterin Dihydrochloride
Kyleena,Levonorgestrel
Kynmobi,Apomorphine HCl
Kyprolis,Carfilzomib
L-Methyl-B6-B12,Mecobal/Levomefolat Ca/B6 Phos
L-Methylfolate Calcium,Levomefolate Calcium
Labetalol HCl*,Labetalol HCl
Lacosamide*,Lacosamide
Lacrisert,Hydroxypropyl Cellulose
Lactated Ringers*,"Ringer'S Solution,Lactated"
Lactulose,Lactulose
Lagevrio (Eua),Molnupiravir
Lamictal,Lamotrigine
Lamictal (Orange),Lamotrigine
Lamictal ODT,Lamotrigine
Lamictal XR,Lamotrigine
Lamictal XR (Orange),Lamotrigine
Lamivudine,Lamivudine
Lamivudine Hbv,Lamivudine
Lamivudine-Zidovudine,Lamivudine/Zidovudine
Lamotrigine,Lamotrigine
Lamotrigine (Blue),Lamotrigine
Lamotrigine (Green),Lamotrigine
Lamotrigine (Orange),Lamotrigine
Lamotrigine ER,Lamotrigine
Lamotrigine ODT,Lamotrigine
Lamotrigine ODT (Orange),Lamotrigine
Lanoxin,Digoxin
Lanreotide Acetate,Lanreotide Acetate
Lansoprazol-Amoxicil-Clarithro,Lansoprazole/Amoxiciln/Clarith
Lansoprazole,Lansoprazole
Lanthanum Carbonate,Lanthanum Carbonate
Lantus,"Insulin Glargine,Hum.Rec.Anlog"
Lantus Solostar,"Insulin Glargine,Hum.Rec.Anlog"
Lapatinib,Lapatinib Ditosylate
Larin,Norethindrone Ac-Eth Estradiol
Larin 24 Fe,Norethindrone-E.Estradiol-Iron
Larin Fe,Norethindrone-E.Estradiol-Iron
Larissia,Levonorgestrel/Ethin.Estradiol
Lasix,Furosemide
Lastacaft,Alcaftadine
Latanoprost,Latanoprost
Latuda,Lurasidone HCl
Layolis Fe,Noreth-Ethinyl Estradiol/Iron
Lazanda,Fentanyl Citrate
Ledipasvir-Sofosbuvir,Ledipasvir/Sofosbuvir
Leena,Norethindrone-Ethin. Estradiol
Leflunomide,Leflunomide
Lemtrada,Alemtuzumab
Lenalidomide,Lenalidomide
Lenvima,Lenvatinib Mesylate
Leqvio,Inclisiran Sodium
Lescol XL,Fluvastatin Sodium
Lessina,Levonorgestrel/Ethin.Estradiol
Letairis,Ambrisentan
Letrozole,Letrozole
Leucovorin Calcium*,Leucovorin Calcium
Leukeran,Chlorambucil
Leukine,Sargramostim
Leuprolide Acetate,Leuprolide Acetate
Levalbuterol Concentrate,Levalbuterol HCl
Levalbuterol HCl,Levalbuterol HCl
Levalbuterol Tartrate HFA,Levalbuterol Tartrate
Levamlodipine Maleate,Levamlodipine Maleate
Levemir,Insulin Detemir
Levemir Flextouch,Insulin Detemir
Levetiracetam ER,Levetiracetam
Levetiracetam*,Levetiracetam
Levetiracetam-NaCl,Levetiracetam In NaCl (Iso-Os)
Levo-T,Levothyroxine Sodium
Levobunolol HCl,Levobunolol HCl
Levocarnitine,Levocarnitine
Levocarnitine SF,Levocarnitine
Levocetirizine Dihydrochloride,Levocetirizine Dihydrochloride
Levofloxacin*,Levofloxacin
Levofloxacin-D5W,Levofloxacin In Dextrose 5 %
Levoleucovorin Calcium,Levoleucovorin Calcium
Levonest,Levonorgestrel/Ethin.Estradiol
Levonorg-Eth Estrad Eth Estrad,L-Norgest/E.Estradiol-E.Estrad
Levonorgestrel-Eth Estradiol,Levonorgestrel/Ethin.Estradiol
Levora-28,Levonorgestrel/Ethin.Estradiol
Levorphanol Tartrate,Levorphanol Tartrate
Levothyroxine,Levothyroxine Sodium
Levothyroxine Sodium*,Levothyroxine Sodium
Levoxyl,Levothyroxine Sodium
Levsin*,Hyoscyamine Sulfate
Levsin-Sl,Hyoscyamine Sulfate
Levulan,Aminolevulinic Acid HCl
Lexapro,Escitalopram Oxalate
Lexette,Halobetasol Propionate
Lexiva,Fosamprenavir Calcium
Lialda,Mesalamine
Librax,Chlordiazepoxide/Clidinium Br
Libtayo,Cemiplimab-Rwlc
Licart,Diclofenac Epolamine
Lidocaine,Lidocaine
Lidocaine HCl Viscous,Lidocaine HCl
Lidocaine HCl*,Lidocaine HCl
Lidocaine HCl-Epinephrine,Lidocaine HCl/Epinephrine
Lidocaine-Hydrocortisone,Hydrocortisone/Lidocaine/Aloe
Lidocaine-Hydrocortisone*,Lidocaine/Hydrocortisone Ac
Lidocaine-Prilocaine,Lidocaine/Prilocaine
Lidoderm,Lidocaine
Liletta,Levonorgestrel
Lillow,Levonorgestrel/Ethin.Estradiol
Lincocin,Lincomycin HCl
Lincomycin HCl,Lincomycin HCl
Lindane,Lindane
Linezolid,Linezolid
Linezolid-0.9% NaCl,Linezolid In 0.9% Sodium Chlor
Linezolid-D5W,Linezolid In Dextrose 5%
Linzess,Linaclotide
Lioresal Intrathecal,Baclofen
Liothyronine Sodium*,Liothyronine Sodium
Lipitor,Atorvastatin Calcium
Lipofen,Fenofibrate
Lisinopril,Lisinopril
Lisinopril-Hydrochlorothiazide,Lisinopril/Hydrochlorothiazide
Lite Touch,"Pen Needle, Diabetic"
Litetouch Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml"
Lithium Carbonate,Lithium Carbonate
Lithium Carbonate ER,Lithium Carbonate
Lithobid,Lithium Carbonate
Lithostat,Acetohydroxamic Acid
Livalo,Pitavastatin Calcium
Livmarli,Maralixibat Chloride
Livtencity,Maribavir
Lo Loestrin Fe,Norethindrone-E.Estradiol-Iron
Lo-Zumandimine,Ethinyl Estradiol/Drospirenone
Locoid Lipocream,Hydrocortisone Butyrate/Emoll
Loestrin,Norethindrone Ac-Eth Estradiol
Loestrin Fe,Norethindrone-E.Estradiol-Iron
Lofena,Diclofenac Potassium
Lojaimiess,L-Norgest/E.Estradiol-E.Estrad
Lokelma,Sodium Zirconium Cyclosilicate
Lomotil,Diphenoxylate HCl/Atropine
Lonhala Magnair Refill,Glycopyrrolate/Neb.Accessories
Lonhala Magnair Starter,Glycopyrrol/Nebulizer/Accessor
Lonsurf,Trifluridine/Tipiracil HCl
Loperamide,Loperamide HCl
Lopid,Gemfibrozil
Lopinavir-Ritonavir,Lopinavir/Ritonavir
Lopressor,Metoprolol Tartrate
Loprox,Ciclopirox
Lorazepam Intensol,Lorazepam
Lorazepam*,Lorazepam
Lorbrena,Lorlatinib
Loreev XR,Lorazepam
Lortab,Hydrocodone/Acetaminophen
Loryna,Ethinyl Estradiol/Drospirenone
Lorzone,Chlorzoxazone
Losartan Potassium,Losartan Potassium
Losartan-Hydrochlorothiazide,Losartan/Hydrochlorothiazide
Loseasonique,L-Norgest/E.Estradiol-E.Estrad
Lotemax,Loteprednol Etabonate
Lotemax Sm,Loteprednol Etabonate
Lotensin,Benazepril HCl
Lotensin HCT,Benazepril/Hydrochlorothiazide
Loteprednol Etabonate,Loteprednol Etabonate
Lotrel,Amlodipine Besylate/Benazepril
Lotronex,Alosetron HCl
Lovastatin,Lovastatin
Lovaza,Omega-3 Acid Ethyl Esters
Lovenox,Enoxaparin Sodium
Low-Ogestrel,Norgestrel-Ethinyl Estradiol
Loxapine,Loxapine Succinate
Lubiprostone,Lubiprostone
Lucemyra,Lofexidine HCl
Lucentis,Ranibizumab
Luer-Lok Syringe,"Syringe,Insulin,Needless 1 Ml"
Luliconazole,Luliconazole
Lumakras,Sotorasib
Lumigan,Bimatoprost
Lumizyme,Alglucosidase Alfa
Lunesta,Eszopiclone
Lupkynis,Voclosporin
Lupron Depot,Leuprolide Acetate
Lupron Depot-Ped,Leuprolide Acetate
Lutera,Levonorgestrel/Ethin.Estradiol
Luxiq,Betamethasone Valerate
Luzu,Luliconazole
Lybalvi,Olanzapine/Samidorphan Malate
Lyleq,Norethindrone
Lyllana,Estradiol
Lynparza,Olaparib
Lyrica,Pregabalin
Lyrica Cr,Pregabalin
Lysodren,Mitotane
Lyumjev,Insulin Lispro-Aabc
Lyumjev Kwikpen U-100,Insulin Lispro-Aabc
Lyumjev Kwikpen U-200,Insulin Lispro-Aabc
Lyvispah,Baclofen
M-M-R II Vaccine,"Measles,Mumps,Rubella Vacc/PF"
M-Natal Plus,"PNV,Calcium 72/Iron/Folic Acid"
Macrobid,Nitrofurantoin Monohyd/M-Cryst
Macrodantin,Nitrofurantoin Macrocrystal
Magellan Insulin Safety Syrng,"Syringe,Needle,Insuln,Safe,1ml"
Magellan Insulin Syringe,"Syringe,Needle,Insuln,Sf 0.5ml"
Magnesium Chloride,Magnesium Chloride
Magnesium Sulfate,Magnesium Sulfate
Magnesium Sulfate-D5W,Magnesium Sulfate/D5W
Makena*,Hydroxyprogesterone Caproat/PF
Malarone,Atovaquone/Proguanil HCl
Malathion,Malathion
Mannitol,Mannitol
Maraviroc,Maraviroc
Marcaine,Bupivacaine HCl/PF
Margenza,Margetuximab-Cmkb
Marinol,Dronabinol
Marlissa,Levonorgestrel/Ethin.Estradiol
Marplan,Isocarboxazid
Matulane,Procarbazine HCl
Matzim La,Diltiazem HCl
Mavenclad,Cladribine
Mavyret,Glecaprevir/Pibrentasvir
Maxalt,Rizatriptan Benzoate
Maxalt Mlt,Rizatriptan Benzoate
Maxi-Comfort,"Syringe And Needle,Insulin,1ml"
Maxicomfort II Pen Needle,"Pen Needle, Diabetic"
Maxidex,Dexamethasone
Maxitrol,Neomycin/Polymyxin B/Dexametha
Maxzide,Triamterene/Hydrochlorothiazid
Maxzide-25 Mg,Triamterene/Hydrochlorothiazid
Mayzent,Siponimod
Me-Naphos-Mb-Hyo 1,Methenam/Sod Phos/Mblue/Hyoscy
Meclizine HCl,Meclizine HCl
Meclofenamate Sodium,Meclofenamate Sodium
Medrol,Methylprednisolone
Medroxyprogesterone Acetate*,Medroxyprogesterone Acetate
Mefenamic Acid,Mefenamic Acid
Mefloquine HCl,Mefloquine HCl
Megestrol Acetate,Megestrol Acetate
Mekinist,Trametinib Dimethyl Sulfoxide
Mektovi,Binimetinib
Meloxicam,Meloxicam
Melphalan,Melphalan
Memantine HCl,Memantine HCl
Memantine HCl ER,Memantine HCl
Menactra,"Mening Vac A,C,Y,W-135 Dip/PF"
Menest,"Estrogens,Esterified"
Menostar,Estradiol
Menquadfi,"Mening Vac A,C,Y,W135,C-Tet/PF"
Mentax,Butenafine HCl
Menveo A-C-Y-W-135-Dip,"Mening Vac A,C,Y,W-135 Dip/PF"
Meperidine HCl,Meperidine HCl
Meprobamate,Meprobamate
Mepron,Atovaquone
Mercaptopurine,Mercaptopurine
Meropenem,Meropenem
Meropenem-0.9% NaCl,Meropenem-0.9% Sodium Chloride
Mesalamine,Mesalamine W/Cleansing Wipes
Mesalamine Dr,Mesalamine
Mesalamine ER,Mesalamine
Mesalamine*,Mesalamine
Mesna,Mesna
Mesnex*,Mesna
Mestinon,Pyridostigmine Bromide
Metaxalone,Metaxalone
Metformin ER Gastric,Metformin HCl
Metformin ER Osmotic,Metformin HCl
Metformin HCl,Metformin HCl
Metformin HCl ER,Metformin HCl
Methadone HCl*,Methadone HCl
Methadone Intensol,Methadone HCl
Methadose,Methadone HCl
Methamphetamine HCl,Methamphetamine HCl
Methazolamide,Methazolamide
Methenamine Hippurate,Methenamine Hippurate
Methenamine Mandelate,Methenamine Mandelate
Methimazole,Methimazole
Methitest,Methyltestosterone
Methocarbamol*,Methocarbamol
Methotrexate Sodium,Methotrexate Sodium/PF
Methotrexate*,Methotrexate Sodium
Methoxsalen,Methoxsalen
Methscopolamine Bromide,Methscopolamine Bromide
Methyldopa,Methyldopa
Methylergonovine Maleate,Methylergonovine Maleate
Methylin,Methylphenidate HCl
Methylphenidate,Methylphenidate
Methylphenidate ER,Methylphenidate HCl
Methylphenidate ER (La),Methylphenidate HCl
Methylphenidate HCl,Methylphenidate HCl
Methylphenidate HCl CD,Methylphenidate HCl
Methylphenidate HCl ER (Cd),Methylphenidate HCl
Methylphenidate La,Methylphenidate HCl
Methylprednisolone,Methylprednisolone
Methylprednisolone Acetate,Methylprednisolone Acetate
Methylprednisolone Sodium Succ*,Methylprednisolone Sod Succ
Methyltestosterone,Methyltestosterone
Metoclopramide HCl ODT,Metoclopramide HCl
Metoclopramide HCl*,Metoclopramide HCl
Metolazone,Metolazone
Metopirone,Metyrapone
Metoprolol Succinate,Metoprolol Succinate
Metoprolol Tartrate*,Metoprolol Tartrate
Metoprolol-Hydrochlorothiazide,Metoprolol/Hydrochlorothiazide
Metro IV,Metronidazole/Sodium Chloride
Metrogel,Metronidazole
Metronidazole,Metronidazole/Sodium Chloride
Metronidazole*,Metronidazole
Metyrosine,Metyrosine
Mexiletine HCl,Mexiletine HCl
Miacalcin,"Calcitonin,Salmon,Synthetic"
Micafungin,Micafungin Sodium
Micardis,Telmisartan
Micardis HCT,Telmisartan/Hydrochlorothiazid
Miconazole 3,Miconazole Nitrate
Miconazole-Zinc Oxide-Petroltm,Miconazole Nitrate/Zinc Ox/Pet
Microgestin,Norethindrone Ac-Eth Estradiol
Microgestin 24 Fe,Norethindrone-E.Estradiol-Iron
Microgestin Fe,Norethindrone-E.Estradiol-Iron
Midazolam HCl,Midazolam HCl/PF
Midazolam HCl*,Midazolam HCl
Midodrine HCl,Midodrine HCl
Migergot,Ergotamine Tartrate/Caffeine
Miglitol,Miglitol
Miglustat,Miglustat
Migranal,Dihydroergotamine Mesylate
Mili,Norgestimate-Ethinyl Estradiol
Millipred,Prednisolone
Milrinone In 5% Dextrose,Milrinone Lactate/D5W
Milrinone Lactate,Milrinone Lactate
Mimvey,Estradiol/Norethindrone Acet
Minastrin 24 Fe,Norethindrone-E.Estradiol-Iron
Mini Pen Needle,"Pen Needle, Diabetic"
Mini Ultra-Thin II,"Pen Needle, Diabetic"
Minipress,Prazosin HCl
Minivelle,Estradiol
Minocin*,Minocycline HCl
Minocycline HCl,Minocycline HCl
Minocycline HCl ER,Minocycline HCl
Minolira ER,Minocycline HCl
Minoxidil,Minoxidil
Mirapex ER,Pramipexole Di-HCl
Mircette,Desog-E.Estradiol/E.Estradiol
Mirena,Levonorgestrel
Mirtazapine,Mirtazapine
Mirvaso,Brimonidine Tartrate
Misoprostol,Misoprostol
Mitigare,Colchicine
Mitigo,Morphine Sulfate/PF
Mitomycin,Mitomycin
Mitoxantrone HCl,Mitoxantrone HCl
Mobic,Meloxicam
Modafinil,Modafinil
Moexipril HCl,Moexipril HCl
Molindone HCl,Molindone HCl
Mometasone Furoate*,Mometasone Furoate
Monjuvi,Tafasitamab-Cxix
Mono-Linyah,Norgestimate-Ethinyl Estradiol
Monoject,"Syringe-Needle,Insulin,0.5 Ml"
Monoject Insulin Safety Syrng,"Syringe With Needle, Insulin"
Monoject Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml"
Montelukast Sodium,Montelukast Sodium
Monurol,Fosfomycin Tromethamine
Morphine Sulfate ER,Morphine Sulfate
Morphine Sulfate*,Morphine Sulfate
Motegrity,Prucalopride Succinate
Motofen,Difenoxin HCl/Atropine Sulfate
Mounjaro,Tirzepatide
Movantik,Naloxegol Oxalate
Moviprep,PEG3350/Sod Sul/NaCl/KCl/Asb/C
Moxeza,Moxifloxacin HCl
Moxifloxacin,Moxifloxacin HCl
Moxifloxacin HCl,Moxifloxacin HCl
Mozobil,Plerixafor
Ms Contin,Morphine Sulfate
Mulpleta,Lusutrombopag
Multaq,Dronedarone HCl
Multivitamin With Fluoride,Pedi Multivit No.17 W-Fluoride
Mupirocin,Mupirocin
Mvasi,Bevacizumab-Awwb
Myalept,Metreleptin
Myambutol,Ethambutol HCl
Mycamine,Micafungin Sodium
Mycapssa,Octreotide Acetate
Mycobutin,Rifabutin
Mycophenolate Mofetil,Mycophenolate Mofetil
Mycophenolic Acid,Mycophenolate Sodium
Mydayis,Dextroamphetamine/Amphetamine
Myfembree,Relugolix/Estradiol/Norethindr
Myfortic,Mycophenolate Sodium
Myleran,Busulfan
Myobloc,Rimabotulinumtoxinb
Myorisan,Isotretinoin
Myrbetriq,Mirabegron
Mysoline,Primidone
Mytesi,Crofelemer
Myxredlin,Insulin Regular In 0.9 % NaCl
NP Thyroid,"Thyroid,Pork"
NPlate,Romiplostim
Nabumetone,Nabumetone
Nadolol,Nadolol
Nafcillin,"Nafcillin In Dextrose,Iso-Osm"
Nafcillin Sodium*,Nafcillin Sodium
Naftifine HCl,Naftifine HCl
Naftin,Naftifine HCl
Naglazyme,Galsulfase
Nalbuphine HCl,Nalbuphine HCl
Nalfon,Fenoprofen Calcium
Nalocet,Oxycodone HCl/Acetaminophen
Naloxone HCl*,Naloxone HCl
Naltrexone HCl,Naltrexone HCl
Namenda,Memantine HCl
Namenda XR,Memantine HCl
Namzaric,Memantine HCl/Donepezil HCl
Nano 2nd Gen Pen Needle,"Pen Needle, Diabetic"
Naprelan,Naproxen Sodium
Naproxen,Naproxen
Naproxen Sodium,Naproxen Sodium
Naproxen Sodium Cr,Naproxen Sodium
Naproxen Sodium ER,Naproxen Sodium
Naproxen-Esomeprazole Mag,Naproxen/Esomeprazole Mag
Naratriptan HCl,Naratriptan HCl
Narcan,Naloxone HCl
Nardil,Phenelzine Sulfate
Natacyn,Natamycin
Natazia,Estradiol Valerate/Dienogest
Nateglinide,Nateglinide
Natesto,Testosterone
Natroba,Spinosad
Nayzilam,Midazolam
Nebivolol HCl,Nebivolol HCl
