Brnd_Name,Mftr_Name,Tot_Mftr
Halobetasol Propionate,Mayne Pharma In,1
Halobetasol Propionate,Mckesson Packag,1
Halobetasol Propionate,Perrigo/Padagis,1
Halobetasol Propionate,Quagen Pharmace,1
Halobetasol Propionate,Sola Pharmaceut,1
Halobetasol Propionate,Taro Pharm USA,1
Halobetasol Propionate,Teligent Pharma,1
Halog,Sun Pharmaceuti,1
Haloperidol,AHP,1
Haloperidol,Amici Pharmaceu,1
Haloperidol,Burel Pharmaceu,1
Haloperidol,"Innogenix, Inc.",1
Haloperidol,Major Pharmaceu,1
Haloperidol,Method Pharmace,1
Haloperidol,Mylan,1
Haloperidol,Mylan Instituti,1
Haloperidol,Upsher Smith La,1
Haloperidol,Upsher-Smith La,1
Haloperidol,Zydus Pharmaceu,1
Haloperidol Decanoate,App/Fresenius K,1
Haloperidol Decanoate,Fresenius Kabi,1
Haloperidol Decanoate,Meitheal Pharma,1
Haloperidol Decanoate,Mylan Instituti,1
Haloperidol Decanoate,Patriot Pharmac,1
Haloperidol Decanoate,Sagent Pharmace,1
Haloperidol Decanoate,Somerset Therap,1
Haloperidol Decanoate,Teva Parenteral,1
Haloperidol Decanoate,Teva USA,1
Haloperidol Decanoate,West-Ward/Hikma,1
Haloperidol Decanoate,Zydus Pharmaceu,1
Haloperidol Decanoate 100,Patriot Pharmac,1
Haloperidol Lactate*,App/Fresenius K,1
Haloperidol Lactate*,Fresenius Kabi*,1
Haloperidol Lactate*,Major Pharmaceu,1
Haloperidol Lactate*,Mylan Instituti,1
Haloperidol Lactate*,Patriot Pharmac,1
Haloperidol Lactate*,Pharm Assoc Inc,1
Haloperidol Lactate*,Sagent Pharmace,1
Haloperidol Lactate*,Silarx/Lannett,1
Haloperidol Lactate*,"West-Ward,Inc./",1
Haloperidol Lactate*,West-Ward/Hikma,1
Harvoni,Gilead Sciences,1
Havrix,Glaxosmithkline,1
Healthwise Insulin Syringe,Allison Medical,3
Healthwise Pen Needle,Allison Medical,1
Healthy Accents Unifine Pentip,Owen Mumford Us,1
Heather,Glenmark Pharma,1
Hemady,Acrotech Biopha,1
Hemocyte Plus,US Pharmaceutic,1
Heparin Sodium,App/Fresenius K,1
Heparin Sodium,Fresenius Kabi,1
Heparin Sodium,Fresenius/Novap,1
Heparin Sodium,"Hepalink USA, I",1
Heparin Sodium,Hospira/Pfizer,1
Heparin Sodium,Mckesson Packag,1
Heparin Sodium,Meitheal Pharma,1
Heparin Sodium,Meitheal-Premie,1
Heparin Sodium,Mylan Instituti,1
Heparin Sodium,Pfizer US Pharm,1
Heparin Sodium,Sagent Pharmace,1
Heparin Sodium,West-Ward/Hikma,1
Heparin Sodium In 0.45% NaCl,Hospira/Pfizer,1
Heparin Sodium*,Fresenius Kabi*,1
Heparin Sodium*,Hospira/Pfizer,1
Heparin Sodium*,Meitheal Pharma,1
Heparin Sodium*,Sagent Pharmace,1
Heparin Sodium*,West-Ward/Hikma*,1
Hepsera,Gilead Sciences,1
Herceptin,"Genentech, Inc.",1
Herceptin Hylecta,"Genentech, Inc.",1
Herzuma,Teva USA,1
Hetlioz,Vanda Pharmaceu,1
Hetlioz Lq,Vanda Pharmaceu,1
Hiberix,Glaxosmithkline,1
Hizentra,CSL Behring LLC,1
Horizant,Arbor/Azurity,1
Humalog,Eli Lilly & Co.,1
Humalog Junior Kwikpen,Eli Lilly & Co.,1
Humalog Kwikpen U-100,Eli Lilly & Co.,1
Humalog Kwikpen U-200,Eli Lilly & Co.,1
Humalog Mix 50-50,Eli Lilly & Co.,1
Humalog Mix 50-50 Kwikpen,Eli Lilly & Co.,1
Humalog Mix 75-25,Eli Lilly & Co.,1
Humalog Mix 75-25 Kwikpen,Eli Lilly & Co.,1
Humatin,Waylis Therapeu,1
Humatrope,Eli Lilly & Co.,1
Humira,Abbvie US LLC,1
Humira Pen,Abbvie US LLC,1
Humira Pen Crohn'S-Uc-Hs,Abbvie US LLC,1
Humira Pen Psor-Uveits-Adol Hs,Abbvie US LLC,1
Humira(Cf),Abbvie US LLC,1
Humira(Cf) Pediatric Crohn'S,Abbvie US LLC,1
Humira(Cf) Pen,Abbvie US LLC,1
Humira(Cf) Pen Crohn'S-Uc-Hs,Abbvie US LLC,1
Humira(Cf) Pen Psor-Uv-Adol Hs,Abbvie US LLC,1
Humulin 70-30,Eli Lilly & Co.,1
Humulin 70/30 Kwikpen,Eli Lilly & Co.,1
Humulin N,Eli Lilly & Co.,1
Humulin N Kwikpen,Eli Lilly & Co.,1
Humulin R,Eli Lilly & Co.,1
Humulin R U-500,Eli Lilly & Co.,1
Humulin R U-500 Kwikpen,Eli Lilly & Co.,1
Hycodan,Genus Lifescien,1
Hydralazine HCl*,AHP,1
Hydralazine HCl*,Akorn Inc.,1
Hydralazine HCl*,Amer. Regent,1
Hydralazine HCl*,Avet Pharmaceut,1
Hydralazine HCl*,Camber Pharmace,1
Hydralazine HCl*,Exelan Pharmace,1
Hydralazine HCl*,Fresenius Kabi,1
Hydralazine HCl*,Major Pharmaceu,1
Hydralazine HCl*,Mylan Instituti*,1
Hydralazine HCl*,Nivagen Pharmac,1
Hydralazine HCl*,Radha Pharmaceu,1
Hydralazine HCl*,Sciegen Pharmac,1
Hydralazine HCl*,Strides Pharma,1
Hydralazine HCl*,Teva USA,1
Hydralazine HCl*,West-Ward/Hikma,1
Hydrea,BMS/H2 Pharma L,1
Hydrochlorothiazide,AHP,1
Hydrochlorothiazide,Accord Healthca,1
Hydrochlorothiazide,Actavis/Teva,1
Hydrochlorothiazide,Aurobindo Pharm,1
Hydrochlorothiazide,Avet Pharmaceut,1
Hydrochlorothiazide,Excellium Pharm,1
Hydrochlorothiazide,"Gsms, Inc.",1
Hydrochlorothiazide,Jubilant Cadist,1
Hydrochlorothiazide,Lannett Co. Inc,1
Hydrochlorothiazide,Leading Pharma,1
Hydrochlorothiazide,Legacy Pharmace,1
Hydrochlorothiazide,Mylan,1
Hydrochlorothiazide,Oxford Pharmace,1
Hydrochlorothiazide,Rising Pharm,1
Hydrochlorothiazide,Sciegen Pharmac,1
Hydrochlorothiazide,Solco Healthcar,1
Hydrochlorothiazide,Teva USA,1
Hydrochlorothiazide,Unichem Pharmac,1
Hydrochlorothiazide,Westminster Pha,1
Hydrocodone Bitartrate ER,Alvogen Inc,1
Hydrocodone-Acetaminophen,AHP,1
Hydrocodone-Acetaminophen,Amneal Pharmace,1
Hydrocodone-Acetaminophen,Aurobindo Pharm,1
Hydrocodone-Acetaminophen,Avpak,1
Hydrocodone-Acetaminophen,Camber Pharmace,1
Hydrocodone-Acetaminophen,Eywa Pharma Inc,1
Hydrocodone-Acetaminophen,"Gsms, Inc.",1
Hydrocodone-Acetaminophen,"KVK-Tech, Inc.",1
Hydrocodone-Acetaminophen,Lupin Pharmaceu,1
Hydrocodone-Acetaminophen,Major Pharmaceu,1
Hydrocodone-Acetaminophen,Mallinckrodt Ph,1
Hydrocodone-Acetaminophen,Par Pharm.,1
Hydrocodone-Acetaminophen,Pharm Assoc Inc,1
Hydrocodone-Acetaminophen,Qualitest/Par P,1
Hydrocodone-Acetaminophen,Rhodes Pharmace,1
Hydrocodone-Acetaminophen,Specgx LLC,1
Hydrocodone-Acetaminophen,Tris Pharma Inc,1
Hydrocodone-Acetaminophen,Vistapharm/Pai,1
Hydrocodone-Acetaminophen,Xlcare Pharmace,1
Hydrocodone-Chlorpheniramne ER,Tris Pharma Inc,1
Hydrocodone-Homatropine Mbr,"KVK-Tech, Inc.",1
Hydrocodone-Homatropine Mbr,Morton Grove Ph,1
Hydrocodone-Ibuprofen,AHP,1
Hydrocodone-Ibuprofen,Amneal Pharmace,1
Hydrocodone-Ibuprofen,Aurobindo Pharm,1
Hydrocodone-Ibuprofen,Qualitest/Par P,1
Hydrocortisone Butyrate,Glenmark Pharma,1
Hydrocortisone Butyrate,Lupin Pharmaceu,1
Hydrocortisone Butyrate,Oceanside Pharm,2
Hydrocortisone Butyrate,Sola Pharmaceut,1
Hydrocortisone Butyrate,Taro Pharm USA,1
Hydrocortisone Butyrate,Teligent Pharma,1
Hydrocortisone Valerate,Cosette Pharmac,1
Hydrocortisone Valerate,Glenmark Pharma,1
Hydrocortisone Valerate,Lupin Pharmaceu,1
Hydrocortisone Valerate,Perrigo/Padagis,1
Hydrocortisone Valerate,Taro Pharm USA,1
Hydrocortisone*,Actavis/Teva,1
Hydrocortisone*,Amneal Pharmace,1
Hydrocortisone*,Ani Pharmaceuti*,1
Hydrocortisone*,Chartwell Rx Ll,1
Hydrocortisone*,Crown Laborator,1
Hydrocortisone*,Fougera/Sandoz,1
Hydrocortisone*,Greenstone LLC.,1
Hydrocortisone*,Major Pharmaceu,1
Hydrocortisone*,Pd-Rx Pharm,1
Hydrocortisone*,Perrigo/Padagis,1
Hydrocortisone*,Strides Pharma,1
Hydrocortisone*,Taro Pharm USA,1
Hydrocortisone*,Vensun/Strides,1
Hydrocortisone-Acetic Acid,Hi-Tech/Akorn C,1
Hydrocortisone-Acetic Acid,Taro Pharm USA,1
Hydrocortisone-Pramoxine,Perrigo/Padagis,1
Hydromet,Actavis/Teva,1
Hydromorphone ER,Camber Pharmace,1
Hydromorphone ER,Trigen Laborato,1
Hydromorphone HCl,Akorn Inc.,1
Hydromorphone HCl,Fresenius Kabi,1
Hydromorphone HCl,Hospira/Pfizer,1
Hydromorphone HCl,Teva Parenteral,1
Hydromorphone HCl,West-Ward/Hikma,1
Hydromorphone HCl*,Aurobindo Pharm,1
Hydromorphone HCl*,Hospira/Pfizer,1
Hydromorphone HCl*,Lannett Co. Inc,1
Hydromorphone HCl*,Mallinckrodt Ph,1
Hydromorphone HCl*,Perrigo/Padagis,1
Hydromorphone HCl*,Rhodes Pharmace,1
Hydromorphone HCl*,West-Ward/Hikma*,1
Hydroxychloroquine Sulfate,AHP,1
Hydroxychloroquine Sulfate,Accord Healthca,1
Hydroxychloroquine Sulfate,Actavis/Teva,1
Hydroxychloroquine Sulfate,Amneal Pharmace,1
Hydroxychloroquine Sulfate,Bayshore Pharma,1
Hydroxychloroquine Sulfate,Dr.Reddy'S Lab,1
Hydroxychloroquine Sulfate,Jubilant Cadist,1
Hydroxychloroquine Sulfate,Major Pharmaceu,1
Hydroxychloroquine Sulfate,Mckesson Packag,1
Hydroxychloroquine Sulfate,Mylan,1
Hydroxychloroquine Sulfate,Northstar Rx Ll,1
Hydroxychloroquine Sulfate,Prasco Labs,1
Hydroxychloroquine Sulfate,Rising Pharm,1
Hydroxychloroquine Sulfate,Sandoz,1
Hydroxychloroquine Sulfate,Sun Pharmaceuti,1
Hydroxychloroquine Sulfate,Teva USA,1
Hydroxychloroquine Sulfate,Zydus Pharmaceu,1
Hydroxyprogesterone Caproate,Amer. Regent,1
Hydroxyprogesterone Caproate,Amneal Pharmace,1
Hydroxyprogesterone Caproate,Auromedics-Eugi,1
Hydroxyprogesterone Caproate,Slayback Pharma,1
Hydroxyurea,AHP,1
Hydroxyurea,Leading Pharma,1
Hydroxyurea,Major Pharmaceu,1
Hydroxyurea,Marlex Pharm.,1
Hydroxyurea,Par Pharm.,1
Hydroxyurea,Teva USA,1
Hydroxyzine HCl*,AHP,1
Hydroxyzine HCl*,Amer. Regent,1
Hydroxyzine HCl*,Avet Pharmaceut,1
Hydroxyzine HCl*,Epic Pharma LLC,1
Hydroxyzine HCl*,"KVK-Tech, Inc.",1
Hydroxyzine HCl*,Major Pharmaceu,1
Hydroxyzine HCl*,Mckesson Packag,1
Hydroxyzine HCl*,Morton Grove Ph,1
Hydroxyzine HCl*,Northstar Rx Ll,1
Hydroxyzine HCl*,Pd-Rx Pharm,1
Hydroxyzine HCl*,Silarx/Lannett,1
Hydroxyzine HCl*,Teva USA,1
Hydroxyzine Pamoate,AHP,1
Hydroxyzine Pamoate,Amneal Pharmace,1
Hydroxyzine Pamoate,Greenstone LLC.,1
Hydroxyzine Pamoate,Heritage Pharma,1
Hydroxyzine Pamoate,Impax/Amneal,1
Hydroxyzine Pamoate,Major Pharmaceu,1
Hydroxyzine Pamoate,Rising Pharm,1
Hydroxyzine Pamoate,Sandoz,1
Hydroxyzine Pamoate,Teva USA,1
Hyftor,Nobelpharma Ame,1
Hyoscyamine Sulfate ER,Alvogen Inc,1
Hyoscyamine Sulfate ER,County/Alvogen,1
Hyoscyamine Sulfate ER,Wallace/Mylan,1
Hyoscyamine Sulfate*,Acella Pharmace*,1
Hyoscyamine Sulfate*,Alvogen Inc*,1
Hyoscyamine Sulfate*,County/Alvogen*,1
Hyoscyamine Sulfate*,Noble Pharmaceu*,1
Hyoscyamine Sulfate*,Wallace/Mylan*,1
Hyqvia,Baxalta US Inc.,1
Hysingla ER,Purdue Pharma L,1
Hyzaar,Merck Sharp & D,1
Hyzaar,Organon LLC,1
IV Prep Wipes,Smith&n/United,1
IVermectin*,Edenbridge Phar,1
IVermectin*,Perrigo/Padagis,1
IVermectin*,Prasco Labs,1
IVermectin*,Taro Pharm USA,1
IVermectin*,Teva USA,1
Ibandronate Sodium*,Alvogen Inc,1
Ibandronate Sodium*,Apotex Corp*,1
Ibandronate Sodium*,Aurobindo Pharm,1
Ibandronate Sodium*,Auromedics-Eugi,1
Ibandronate Sodium*,Dr.Reddy'S Lab,1
Ibandronate Sodium*,Macleods Pharma,1
Ibandronate Sodium*,Mylan Instituti,1
Ibandronate Sodium*,Sagent Pharmace,1
Ibandronate Sodium*,Sun Pharmaceuti,1
Ibrance,Pfizer US Pharm,1
Ibsrela,"Ardelyx, Inc",1
Ibu,Dr.Reddy'S Lab,1
Ibuprofen,AHP,1
Ibuprofen,Actavis/Teva,1
Ibuprofen,Aiping Pharmace,1
Ibuprofen,Alivio Medical,1
Ibuprofen,Amneal Pharmace,1
Ibuprofen,Ascend Laborato,1
Ibuprofen,Aurobindo Pharm,1
Ibuprofen,Avkare,1
Ibuprofen,Bi-Coastal Phar,1
Ibuprofen,Chartwell Rx Ll,1
Ibuprofen,Eci Pharmaceuti,1
Ibuprofen,Exelan Pharmace,1
Ibuprofen,Florida Pharmac,1
Ibuprofen,Landmark Supply,1
Ibuprofen,Legacy Pharmace,1
Ibuprofen,Major Pharmaceu,1
Ibuprofen,Perrigo/Padagis,1
Ibuprofen,Polygen Pharmac,1
Ibuprofen,Slate Run Pharm,1
Ibuprofen,Strides Pharma,1
Ibuprofen,Taro Pharm USA,1
Ibuprofen,Time-Cap Labs,1
Ibuprofen-Famotidine,Ascend Laborato,1
Ibuprofen-Famotidine,Lupin Pharmaceu,1
Ibuprofen-Famotidine,Teva USA,1
Icatibant,Apotex Corp,1
Icatibant,"Cipla USA, Inc.",1
Icatibant,Fresenius Kabi,1
Icatibant,Leucadia/Hikma,1
Icatibant,Teva USA,1
Iclusig,Takeda Pharmace,1
Icosapent Ethyl,Apotex Corp,1
Icosapent Ethyl,Dr.Reddy'S Lab,1
Icosapent Ethyl,Teva USA,1
Icosapent Ethyl,West-Ward/Hikma,1
Idhifa,Celgene/BMS,1
Ilaris,Novartis,1
Ilevro,Novartis,1
Ilumya,Sun Pharma Glob,1
Imatinib Mesylate,Apotex Corp,1
Imatinib Mesylate,Armas Pharmaceu,1
Imatinib Mesylate,Aurobindo Pharm,1
Imatinib Mesylate,Bluepoint Labor,1
Imatinib Mesylate,Breckenridge,1
Imatinib Mesylate,Dr.Reddy'S Lab,1
Imatinib Mesylate,Major Pharmaceu,1
Imatinib Mesylate,Mylan,1
Imatinib Mesylate,Mylan Instituti,1
Imatinib Mesylate,Northstar Rx Ll,1
Imatinib Mesylate,Sun Pharma Glob,1
Imatinib Mesylate,Teva USA,1
Imatinib Mesylate,West-Ward/Hikma,1
Imbruvica,"Pharmacyclics,",1
Imfinzi,Astrazeneca,1
Imipenem-Cilastatin Sodium,App/Fresenius K,1
Imipenem-Cilastatin Sodium,Fresenius Kabi,1
Imipenem-Cilastatin Sodium,Fresenius/Novap,1
Imipenem-Cilastatin Sodium,WG Critical Car,1
Imipramine HCl,Excellium Pharm,1
Imipramine HCl,Leading Pharma,1
Imipramine HCl,Oxford Pharmace,1
Imipramine HCl,Par Pharm.,1
Imipramine HCl,Sandoz,1
Imipramine HCl,Strides Pharma,1
Imipramine Pamoate,Lupin Pharmaceu,1
Imipramine Pamoate,Roxane/West-War,1
Imiquimod,Glenmark Pharma,1
Imiquimod,Oceanside Pharm,1
Imiquimod,Perrigo/Padagis,1
Imiquimod,Sandoz,1
Imiquimod,Taro Pharm USA,1
Imiquimod,Teva USA,1
Imitrex,Glaxosmithkline,1
Imitrex*,Glaxosmithkline*,1
Imovax Rabies Vaccine,Sanofi-Pasteur,1
Impavido,"Profounda, Inc",1
Imuran,Sebela Pharmace,1
Imvexxy,Therapeuticsmd,1
Inbrija,Acorda Therapeu,1
Incassia,Aurobindo Pharm,1
Incontrol Pen Needle,Heb Grocery Com,1
Incontrol Pen Needle,Owen Mumford Us,1
Incruse Ellipta,Glaxosmithkline,1
Indapamide,Actavis/Teva,1
Indapamide,Ani Pharmaceuti,1
Indapamide,Mylan,1
Inderal La,Ani Pharmaceuti,1
Inderal XL,Ani Pharmaceuti,1
Indocin*,Egalet/Zyla Lif*,1
Indomethacin,Avpak,1
Indomethacin,Bryant Ranch Pr,1
Indomethacin,Camber Pharmace,1
Indomethacin,Chartwell Rx Ll,1
Indomethacin,Glenmark Pharma,1
Indomethacin,Xlcare Pharmace,1
Indomethacin ER,Amneal Pharmace,1
Indomethacin ER,Camber Pharmace,1
Indomethacin ER,Glenmark Pharma,1
Indomethacin ER,"KVK-Tech, Inc.",1
Infanrix DTaP,Glaxosmithkline,1
Inflectra,Pfizer US Pharm,1
Infliximab,Janssen Biotech,1
Infugem,Sun Pharmaceuti,1
Ingrezza,Neurocrine Bios,1
Ingrezza Initiation Pack,Neurocrine Bios,1
Inlyta,Pfizer US Pharm,1
Innopran XL,Ani Pharmaceuti,1
Inpen (For Humalog),Medtronic Minim,1
Inpen (For Novolog Or Fiasp),Medtronic Minim,1
Inqovi,Taiho Oncology,1
Inrebic,Celgene/BMS,1
Inspra,Pfizer/Viatris,1
Insulin Aspart,Novo Nordisk,1
Insulin Aspart Flexpen,Novo Nordisk,1
Insulin Aspart Penfill,Novo Nordisk,1
Insulin Aspart Prot Mix 70-30,Novo Nordisk,1
Insulin Degludec,Novo Nordisk,1
Insulin Degludec Pen (U-100),Novo Nordisk,1
Insulin Degludec Pen (U-200),Novo Nordisk,1
Insulin Glargine,Winthrop US,1
Insulin Glargine Solostar,Winthrop US,1
Insulin Glargine-Yfgn,Mylan Specialty,1
Insulin Lispro,Eli Lilly & Co.,1
Insulin Lispro Junior Kwikpen,Eli Lilly & Co.,1
Insulin Lispro Kwikpen U-100,Eli Lilly & Co.,1
Insulin Lispro Protamine Mix,Eli Lilly & Co.,1
Insulin Pen Needle,Exel Int'L Inc.,1
Insulin Syringe,Access LLC,1
Insulin Syringe,American Sales,3
Insulin Syringe,Amerisource-Gnp,2
Insulin Syringe,Bd Diabetes,5
Insulin Syringe,Bd Medical Surg,2
Insulin Syringe,Becton Dickinso,1
Insulin Syringe,Dinorio Medical,1
Insulin Syringe,Dynarex Corp.,2
Insulin Syringe,Exel Int'L Inc.,2
Insulin Syringe,Global Diabetic,3
Insulin Syringe,One Pharmaceuti,1
Insulin Syringe,Perrigo Diabete,3
Insulin Syringe,Rite Aid-Bd,2
Insulin Syringe,Sam'S West Inc,3
Insulin Syringe,Select Brand,1
Insulin Syringe,Specialty Med,3
Insulin Syringe,US Diagnostics,3
Insulin Syringe,Ultimed Inc,3
Insulin Syringe,Wal-Mart Stores,3
Insulin Syringe,Walgreen Co.,3
Insulin Syringe U-500,Bd Diabetes,1
Insumed,Med.Plastic Dev,1
Insupen,Artsana Spa,1
Insupen,Med.Plastic Dev,1
Integra F,US Pharmaceutic,1
Integra Plus,US Pharmaceutic,1
Intelence,Janssen Product,1
Intralipid,Baxter Healthca,1
Intrarosa,Amag/Covis Phar,1
Intrarosa,Millicent Pharm,1
Intron A,Merck Sharp & D,1
Intuniv,Shire US Inc.,1
Invanz*,Merck Sharp & D*,1
Invega,Janssen Pharm.,1
Invega Hafyera,Janssen Pharm.,1
Invega Sustenna,Janssen Pharm.,1
Invega Trinza,Janssen Pharm.,1
Inveltys,Kala/Alcon Labo,1
Invirase,"Genentech, Inc.",1
Invokamet,Janssen Pharm.,1
Invokamet XR,Janssen Pharm.,1
Invokana,Janssen Pharm.,1
Iopidine,Alcon/Imprimis,1
Ipol,Sanofi-Pasteur,1
Ipratropium Bromide*,AHP,1
Ipratropium Bromide*,Actavis/Teva,1
Ipratropium Bromide*,Amneal Pharmace,1
Ipratropium Bromide*,Apotex Corp,1
Ipratropium Bromide*,Bausch & Lomb I,1
Ipratropium Bromide*,Mylan,1
Ipratropium Bromide*,Nephron Corp,1
Ipratropium Bromide*,Northstar Rx Ll,1
Ipratropium Bromide*,Ritedose Pharma,1
Ipratropium Bromide*,Roxane/West-War,1
Ipratropium Bromide*,Sun Pharma Glob,1
Ipratropium Bromide*,West-Ward/Hikma,1
Ipratropium-Albuterol,AHP,1
Ipratropium-Albuterol,"Cipla USA, Inc.",1
Ipratropium-Albuterol,"Gsms, Inc.",1
Ipratropium-Albuterol,Mylan,1
Ipratropium-Albuterol,Nephron Corp,1
Ipratropium-Albuterol,Ritedose Pharma,1
Ipratropium-Albuterol,Sun Pharma Glob,1
Irbesartan,Alembic Pharmac,1
Irbesartan,Aurobindo Pharm,1
Irbesartan,Camber Pharmace,1
Irbesartan,Hisun Pharmaceu,1
Irbesartan,Jubilant Cadist,1
Irbesartan,Lupin Pharmaceu,1
Irbesartan,Macleods Pharma,1
Irbesartan,Solco Healthcar,1
Irbesartan,Westminster Pha,1
Irbesartan,Winthrop US,1
Irbesartan-Hydrochlorothiazide,Alembic Pharmac,1
Irbesartan-Hydrochlorothiazide,Lupin Pharmaceu,1
Irbesartan-Hydrochlorothiazide,Macleods Pharma,1
Irbesartan-Hydrochlorothiazide,Roxane/West-War,1
Irbesartan-Hydrochlorothiazide,Solco Healthcar,1
Irbesartan-Hydrochlorothiazide,Teva USA,1
Irbesartan-Hydrochlorothiazide,Winthrop US,1
Iressa,Astrazeneca,1
Irinotecan HCl,Actavis/Teva,1
Irinotecan HCl,Apotex Corp,1
Irinotecan HCl,App/Fresenius K,1
Irinotecan HCl,Auromedics-Eugi,1
Irinotecan HCl,Bluepoint Labor,1
Irinotecan HCl,Hospira/Pfizer,1
Irinotecan HCl,Ingenus Pharmac,1
Irinotecan HCl,Sagent Pharmace,1
Irinotecan HCl,West-Ward-Novap,1
Irinotecan HCl,West-Ward/Hikma,1
Irinotecan HCl,"Xiromed, LLC",1
Isentress,Merck Sharp & D,1
Isentress Hd,Merck Sharp & D,1
Isibloom,"Xiromed, LLC",1
Isoniazid,"Cmp Pharma, Inc",1
Isoniazid,Marlex Pharm.,1
Isoniazid,Mylan Instituti,1
Isoniazid,Teva USA,1
Isopto Atropine,Alcon Laborator,1
Isopto Carpine,Alcon/Novartis,1
Isordil,Bausch Health U,1
Isosorbide Dinit-Hydralazine,Ingenus Pharmac,1
Isosorbide Dinit-Hydralazine,Wilshire Pharma,1
Isosorbide Dinitrate,AHP,1
Isosorbide Dinitrate,Advagen Pharma,1
Isosorbide Dinitrate,Avkare,1
Isosorbide Dinitrate,Bluepoint Labor,1
Isosorbide Dinitrate,Major Pharmaceu,1
Isosorbide Dinitrate,Northstar Rx Ll,1
Isosorbide Dinitrate,Oceanside Pharm,1
Isosorbide Dinitrate,Par Pharm.,1
Isosorbide Dinitrate,Par Pharmaceuti,1
Isosorbide Dinitrate,Sandoz,1
Isosorbide Dinitrate,West-Ward/Hikma,1
Isosorbide Dinitrate,Zydus Pharmaceu,1
Isosorbide Mononitrate,Actavis/Teva,1
Isosorbide Mononitrate,Kremers/Lannett,1
Isosorbide Mononitrate ER,AHP,1
Isosorbide Mononitrate ER,Avet Pharmaceut,1
Isosorbide Mononitrate ER,"Gsms, Inc.",1
Isosorbide Mononitrate ER,Ingenus Pharmac,1
Isosorbide Mononitrate ER,Kremers/Lannett,1
Isosorbide Mononitrate ER,Major Pharmaceu,1
Isosorbide Mononitrate ER,Torrent Pharmac,1
Isosorbide Mononitrate ER,Zydus Pharmaceu,1
Isotretinoin,Amneal Pharmace,1
Isotretinoin,Mayne Pharma In,1
Isotretinoin,Sun Pharmaceuti,1
Isotretinoin,Teva USA,1
Isotretinoin,Upsher-Smith La,1
Isradipine,Actavis/Teva,1
Isradipine,Epic Pharma LLC,1
Isradipine,Glenmark Pharma,1
Istalol,Bausch & Lomb I,1
Istodax,Celgene/BMS,1
Isturisa,Recordati Rare,1
Itraconazole,Accord Healthca,1
Itraconazole,Alembic Pharmac,1
Itraconazole,Amneal Pharmace,1
Itraconazole,Ascend Laborato,1
Itraconazole,Camber Pharmace,1
Itraconazole,Jubilant Cadist,1
Itraconazole,Mylan,1
Itraconazole,Northstar Rx Ll,1
Itraconazole,Par Pharm.,1
Itraconazole,Patriot Pharmac,1
Itraconazole,Torrent Pharmac,1
Ixiaro,Valneva,1
Jadenu,Novartis,1
Jadenu Sprinkle,Novartis,1
Jaimiess,"Xiromed, LLC",1
Jakafi,Incyte Corporat,1
Jalyn,GSK/Woodward Ph,1
Jantoven,Upsher Smith La,1
Janumet,Merck Sharp & D,1
Janumet XR,Merck Sharp & D,1
Januvia,Merck Sharp & D,1
Jardiance,Boehringer Ing.,1
Jasmiel,"Afaxys, Inc.",1
Jatenzo,Clarus/Tolmar,1
Jemperli,Glaxosmithkline,1
Jencycla,Lupin Pharmaceu,1
Jentadueto,Boehringer Ing.,1
Jentadueto XR,Boehringer Ing.,1
Jevtana,Sanofi-Aventis,1
Jinteli,Teva USA,1
Jolessa,Teva USA,1
Jornay PM,Ironshore Pharm,1
Jublia,Bausch Health U,1
Juleber,Northstar Rx Ll,1
Juluca,Viiv Healthcare,1
Junel,Teva USA,1
Junel Fe,Teva USA,1
Junel Fe 24,Teva USA,1
Juxtapid,Amryt Pharmaceu,1
Jynarque,Otsuka America,1
K-Phos No.2,Beach Products,1
K-Phos Original,Beach Products,1
K-Tab ER,Abbvie US LLC,1
Kadcyla,"Genentech, Inc.",1
Kaitlib Fe,Lupin Pharmaceu,1
Kalbitor,Dyax Corp./Shir,1
Kaletra,Abbvie US LLC,1
Kalydeco,Vertex Pharmace,1
Kanjinti,Amgen,1
Kapspargo Sprinkle,Ohm-Sun Pharmac,1
Kapvay,Concordia Pharm,1
Kariva,Teva USA,1
Katerzia,Azurity Pharmac,1
Kazano,Takeda Pharmace,1
Kelnor 1-35,Teva USA,1
Kelnor 1-50,Teva USA,1
Kenalog-10,BMS Primarycare,1
Kenalog-40,BMS Primarycare,1
Kenalog-80,BMS Primarycare,1
Keppra XR,UCB Pharma,1
Keppra*,UCB Pharma*,1
Kerendia,"Bayer,Pharm Div",1
Kerydin,Pharmaderm/Sand,1
Kesimpta Pen,Novartis,1
Ketoconazole*,Burel Pharmaceu,1
Ketoconazole*,Encube Ethicals,1
Ketoconazole*,Fougera/Sandoz,1
Ketoconazole*,Ipg Pharmaceuti,1
Ketoconazole*,Mylan*,1
Ketoconazole*,Northstar Rx Ll,1
Ketoconazole*,Padagis,1
Ketoconazole*,Perrigo/Padagis,1
Ketoconazole*,Strides Pharma,1
Ketoconazole*,Taro Pharm USA*,1
Ketoconazole*,Teva USA*,1
Ketoconazole*,Tolmar Inc.,1
Ketoconazole*,"Xiromed, LLC",1
Ketodan,Medimetriks Pha,1
Ketoprofen,Avet Pharmaceut,1
Ketoprofen,Misemer Pharmac,1
Ketoprofen,Mylan,1
Ketoprofen,Sterling-Knight,1
Ketorolac Tromethamine*,Akorn Inc.,1
Ketorolac Tromethamine*,"Almaject, Inc*",1
